Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI
2015-02-26,1515.5999755859375,1530.0,1501.699951171875,1511.300048828125,975.2341918945312,2815110,0,32.76038960544838,-17.955053828572886,50.71544343402127,48.05380558021005
2015-02-27,1511.300048828125,1540.0,1511.0,1527.800048828125,985.8814086914062,1284313,1,29.13153785767645,-17.26712446107586,46.39866231875231,50.97427451862927
2015-03-02,1527.800048828125,1530.0,1490.0,1497.4000244140625,966.2643432617188,418914,-1,23.5313638814323,-18.293838749856008,41.825202631288306,45.85869099013996
2015-03-03,1497.4000244140625,1510.0,1480.0,1489.699951171875,961.2954711914062,1438784,-1,18.261348639910466,-18.851083193102276,37.11243183301274,44.636771726665984
2015-03-04,1489.699951171875,1491.0,1461.0,1480.199951171875,955.165283203125,715529,-1,13.16647802458806,-19.156763046739748,32.32324107132781,43.110549246575694
2015-03-05,1480.199951171875,1490.0,1450.0,1459.9000244140625,942.0659790039062,5501363,-1,7.405357567235569,-19.934306803273792,27.33966437050936,39.96591340079281
2015-03-06,1459.9000244140625,1482.300048828125,1380.0,1466.0,946.0022583007812,2149538,0,3.293875403034008,-19.236631173980285,22.530506577014293,41.35034211086258
2015-03-09,1466.0,1464.9000244140625,1429.0,1434.199951171875,925.4817504882812,1008831,-1,-2.501664380313514,-20.025736765862245,17.52407238554873,36.61051113004828
2015-03-10,1444.800048828125,1444.800048828125,1410.0,1415.5999755859375,913.4793090820312,1189169,-1,-8.497579193150159,-20.817321262959112,12.319742069808953,34.14514206110529
2015-03-11,1423.0,1439.9000244140625,1358.0,1371.800048828125,885.21533203125,1839101,-1,-16.592405990803172,-23.1297184484897,6.537312457686529,29.16458769300483
2015-03-12,1380.0,1419.9000244140625,1331.0,1353.0999755859375,873.1483154296875,710724,-1,-24.237163244855992,-24.619580562034017,0.3824173171780245,27.33156489577845
2015-03-13,1353.0999755859375,1354.0,1330.0,1331.5,859.2100219726562,528246,-1,-31.673513410928308,-25.644744582485067,-6.028768828443242,25.34967697418992
2015-03-16,1331.5,1375.0,1339.699951171875,1365.0,880.827392578125,457920,1,-34.46639729134472,-22.75010277032118,-11.716294521023539,33.41409661981121
2015-03-17,1365.0,1408.9000244140625,1370.0,1396.4000244140625,901.0895385742188,798216,1,-33.756929468995395,-17.632507958377484,-16.12442151061791,39.961119726765645
2015-03-18,1396.4000244140625,1429.800048828125,1367.699951171875,1375.4000244140625,887.5384521484375,1705242,-1,-34.49159793332001,-14.693741138161677,-19.79785679515833,37.31835750079384
2015-03-19,1390.0,1407.199951171875,1380.0,1394.300048828125,899.7345581054688,1630588,1,-33.166431985633835,-10.6948601523804,-22.471571833253435,41.094137772160195
2015-03-20,1394.300048828125,1419.0,1390.0,1398.800048828125,902.6383056640624,981922,0,-31.3912571606877,-7.135748261947413,-24.25550889874029,41.990127615865966
2015-03-23,1398.800048828125,1407.0,1380.0,1384.800048828125,893.604248046875,638278,-1,-30.759524666377047,-5.203212614109404,-25.556312052267643,39.9539997955769
2015-03-24,1404.4000244140625,1404.4000244140625,1382.699951171875,1395.4000244140625,900.4443359375,858167,1,-29.068459563792658,-2.80971800922001,-26.258741554572648,42.23782516403175
2015-03-25,1395.4000244140625,1410.199951171875,1394.699951171875,1404.5999755859375,906.381103515625,768201,1,-26.678387272401324,-0.3357165742629391,-26.342670698138384,44.220796597265306
2015-03-26,1400.0999755859375,1425.0999755859375,1389.9000244140625,1416.4000244140625,913.9956665039062,2397986,1,-23.560481869524438,2.2257510628911596,-25.786232932415597,46.74606525336031
2015-03-27,1415.0,1460.0,1415.0,1452.5999755859375,937.355224609375,676804,1,-17.96143757869322,6.259836282977901,-24.221273861671122,53.67490425032546
2015-03-30,1452.5999755859375,1480.0,1426.0,1468.5999755859375,947.6799926757812,881003,1,-12.093679942529889,9.702075135312988,-21.795755077842877,56.3765327572999
2015-03-31,1468.5999755859375,1489.0,1455.0,1479.699951171875,954.8427124023438,2124400,1,-6.473146078936452,12.25808719912514,-18.73123327806159,58.197886365245715
2015-04-01,1479.699951171875,1499.9000244140625,1480.0,1498.699951171875,967.1032104492188,1235927,1,-0.48015634445232536,14.600861546887414,-15.081017891339739,61.18524395508287
2015-04-02,1498.699951171875,1540.0999755859375,1498.699951171875,1535.0,990.52734375,1465123,1,7.116408241155796,17.757940905996428,-10.641532664840634,66.16085719253526
2015-04-06,1535.0,1547.5,1500.0,1530.5,987.623779296875,1099914,0,12.6280596032002,18.615673814432668,-5.987614211232467,65.04766172062781
2015-04-07,1520.0,1539.800048828125,1500.0,1533.800048828125,989.7532958984376,2444699,0,17.065647219544644,18.442609144621688,-1.3769619250770448,65.50602111438052
2015-04-08,1533.800048828125,1570.0,1527.199951171875,1567.199951171875,1011.305908203125,1455417,1,23.012289017953663,19.511400754424564,3.500888263529097,69.81983171216562
2015-04-09,1567.199951171875,1595.0,1564.0,1588.5999755859375,1025.115234375,2954598,1,29.116215006798257,20.492261394615326,8.62395361218293,72.21726500218759
2015-04-10,1588.5999755859375,1595.0,1585.0,1587.300048828125,1024.2763671875,1564499,0,33.46298662413801,19.871226409564066,13.591760214573947,71.84392525870285
2015-04-13,1587.300048828125,1625.0,1562.0,1566.699951171875,1010.9832763671876,1955057,-1,34.84391971216337,17.00172759807154,17.84219211409183,66.01928529704414
2015-04-14,1565.0,1575.0,1525.0,1559.4000244140625,1006.2727661132812,1609806,0,34.94643529945574,13.68339454829113,21.263040751164613,64.03798370128656
2015-04-15,1559.4000244140625,1625.0,1557.0,1584.300048828125,1022.3404541015624,834677,1,36.61483053849065,12.281431829860828,24.333398708629822,67.60883890692807
2015-04-16,1584.300048828125,1626.0,1560.0,1594.0999755859375,1028.664306640625,969366,1,38.286475318545854,11.162461287932825,27.12401403061303,68.91699319949032
2015-04-17,1594.0999755859375,1610.0,1572.0,1582.800048828125,1021.3729248046876,782477,-1,38.258436754506874,8.907538179115072,29.350898575391803,65.62586371748208
2015-04-20,1582.800048828125,1600.0,1575.5999755859375,1595.5999755859375,1029.63232421875,432203,1,38.82155241573196,7.576523072272121,31.245029343459837,67.51810513234575
2015-04-21,1598.0,1598.0,1570.0,1576.199951171875,1017.1135864257812,1015436,-1,37.272748750718165,4.822175525806664,32.4505732249115,61.9516689442408
2015-04-22,1576.199951171875,1585.0,1575.0,1581.4000244140625,1020.4691162109376,796688,0,36.04935857379405,2.8790282791060378,33.170330294688014,62.836112244762546
2015-04-23,1581.4000244140625,1582.0,1560.0,1575.9000244140625,1016.9200439453124,945668,0,34.2412966565596,0.8567730894972669,33.38452356706233,61.21530156233135
2015-04-24,1575.9000244140625,1617.0,1575.0,1602.0999755859375,1033.8267822265625,1684286,1,34.52453431737649,0.9120086002513261,33.612525717125166,65.74776559855367
2015-04-27,1602.199951171875,1659.0,1602.199951171875,1648.199951171875,1063.5748291015625,1800848,1,38.03049310900474,3.534373913503657,34.49611919550108,71.95752982633746
2015-04-28,1648.199951171875,1660.0,1621.0,1624.9000244140625,1048.53955078125,1377831,-1,38.485247371235346,3.191302540587415,35.29394483064793,65.49458914687486
2015-04-29,1624.9000244140625,1629.0,1601.0,1605.5,1036.0208740234375,955325,-1,36.8553777103657,1.2491463037742108,35.60623140659149,60.61309484615581
2015-04-30,1605.5,1611.199951171875,1561.0,1584.800048828125,1022.6630859375,1429709,-1,33.507131840299735,-1.6792796530334044,35.18641149333314,55.83144306864758
2015-05-04,1584.800048828125,1616.699951171875,1573.300048828125,1593.5999755859375,1028.341796875,611555,1,31.204003086993225,-3.185926725071937,34.38992981206516,57.3710523408472
2015-05-05,1598.5,1620.0,1592.9000244140625,1612.800048828125,1040.7313232421875,368765,1,30.575586082075915,-3.0514749839913975,33.62706106606731,60.59822090712451
2015-05-06,1612.800048828125,1649.0,1596.0,1640.300048828125,1058.47705078125,784863,1,31.92852904310007,-1.3588256183737997,33.28735466147387,64.71809171439335
2015-05-07,1640.300048828125,1664.0,1645.0,1658.0999755859375,1069.9632568359375,1072809,1,34.044606385914676,0.6058013795526449,33.43880500636203,67.11491975274191
2015-05-08,1658.0999755859375,1650.0,1605.0,1616.699951171875,1048.1727294921875,540528,-1,32.01196296750027,-1.1414736310894114,33.15343659858968,57.35544339042545
2015-05-11,1616.699951171875,1620.0,1600.0,1606.800048828125,1041.754150390625,643890,-1,29.264891578443667,-3.1108360161168065,32.37572759456047,55.28515443570979
2015-05-12,1606.800048828125,1619.5,1600.0,1608.4000244140625,1042.791259765625,586424,0,26.906758011782358,-4.375175666222493,31.28193367800485,55.564315807513026
2015-05-13,1608.4000244140625,1615.0,1570.0,1590.0,1030.8619384765625,1112022,-1,23.284779531803224,-6.397723316961304,29.68250284876453,51.576413979211594
2015-05-14,1590.0,1600.0,1580.0,1589.800048828125,1030.7322998046875,285802,0,20.165742970737483,-7.613407902421638,27.77915087315912,51.53313019249414
2015-05-15,1589.800048828125,1598.9000244140625,1578.0,1579.199951171875,1023.8599853515624,1303309,-1,16.646652484837205,-8.905998710657535,25.55265119549474,49.176961439816665
2015-05-18,1600.0,1600.0,1570.0999755859375,1585.9000244140625,1028.2037353515625,368499,0,14.234303645006321,-9.054678040390737,23.288981685397058,50.7109587805357
2015-05-19,1586.199951171875,1597.9000244140625,1580.0,1582.5999755859375,1026.064208984375,423472,0,11.918820702780977,-9.096128786092866,21.014949488873842,49.911873101466334
2015-05-20,1582.5999755859375,1590.0,1582.0,1582.4000244140625,1025.9346923828125,218624,0,9.95291835310718,-8.849624908613333,18.802543261720512,49.86060616679452
2015-05-22,1582.4000244140625,1599.9000244140625,1583.0,1588.4000244140625,1029.82470703125,333221,0,8.777890377116591,-8.019722307683136,16.797612684799727,51.47141172756303
2015-05-25,1588.4000244140625,1590.0,1565.0,1570.0,1017.8949584960938,231410,-1,6.289443258883921,-8.406535540732646,14.695978799616567,46.53413449461651
2015-05-26,1570.0,1570.0,1545.0,1549.0999755859375,1004.3446044921876,505121,-1,2.6008922214386985,-9.676069262542295,12.276961483980994,41.64736312216935
2015-05-27,1549.0999755859375,1590.0,1539.800048828125,1542.800048828125,1000.2601928710938,1069018,0,-0.8211962497919103,-10.478526187018325,9.657329937226415,40.274418411335425
2015-05-28,1542.800048828125,1569.9000244140625,1537.0,1549.800048828125,1004.798583984375,200737,0,-2.9345567756870423,-10.073509370330767,7.138952594643724,42.54099733120349
2015-05-29,1549.800048828125,1580.0,1548.9000244140625,1569.300048828125,1017.441162109375,1852353,1,-3.0013257714660995,-8.112222692887858,5.11089692142176,48.414040892931624
2015-06-01,1569.300048828125,1580.199951171875,1550.0999755859375,1555.0,1008.1701049804688,1497656,-1,-4.1601791559132835,-7.4168608618680345,3.2566817059547515,44.797861140320315
2015-06-02,1555.0,1570.0,1532.199951171875,1549.5,1004.6040649414062,2198173,0,-5.459449708902639,-6.972905131885913,1.5134554229832733,43.45350797965411
2015-06-03,1549.5,1551.0,1527.800048828125,1536.0,995.8515014648438,211916,-1,-7.492103849177511,-7.204447417728627,-0.28765643144888364,40.259879950471856
2015-06-04,1536.0,1530.0,1486.0,1495.699951171875,969.723388671875,897124,-1,-12.214077753355241,-9.541137057525086,-2.6729406958301554,32.565498589901715
2015-06-05,1495.699951171875,1510.0,1471.0,1483.699951171875,961.9432983398438,397529,-1,-16.731703145478832,-11.247009959718941,-5.484693185759891,30.684940004283604
2015-06-08,1483.699951171875,1510.0,1479.5999755859375,1494.199951171875,968.7509765625,295853,1,-19.242871721695565,-11.00654282874854,-8.236328892947025,34.26209479299736
2015-06-09,1494.199951171875,1490.0,1460.0,1467.300048828125,951.3106079101562,1459664,-1,-23.136880659581266,-11.920441413307392,-11.216439246273874,29.991792324571087
2015-06-10,1467.300048828125,1518.9000244140625,1465.0,1489.4000244140625,965.6387329101562,1355392,1,-24.161113191985805,-10.355739156569545,-13.80537403541626,36.945069624308864
2015-06-11,1489.4000244140625,1525.0,1505.0999755859375,1522.300048828125,986.9692993164062,1272914,1,-22.063730884434563,-6.60668547921464,-15.457045405219922,45.6062778318726
2015-06-12,1525.0,1556.0,1510.5999755859375,1552.9000244140625,1006.8084106445312,516333,1,-17.728020415715037,-1.8167800083960906,-15.911240407318946,52.18488795786209
2015-06-15,1552.9000244140625,1552.9000244140625,1499.9000244140625,1533.699951171875,994.3603515625,267535,-1,-15.660697310930345,0.20043447711088191,-15.861131788041227,48.242312812524254
2015-06-16,1533.699951171875,1599.0,1520.0,1562.0,1012.7083740234376,1566257,1,-11.604976484015651,3.40492424322046,-15.009900727236111,53.78462162037515
2015-06-17,1562.0,1580.0,1546.0,1578.0,1023.0819702148438,874917,1,-7.018813710973973,6.392869613009712,-13.411683323983684,56.613339059207895
2015-06-18,1578.0,1584.9000244140625,1503.0,1547.5999755859375,1003.3722534179688,557107,-1,-5.770752930812705,6.1127443145367835,-11.883497245349488,50.31225245446117
2015-06-19,1547.5999755859375,1565.0,1540.0,1553.300048828125,1007.068115234375,732346,0,-4.272457269704773,6.0888319805157725,-10.361289250220546,51.40440860838635
2015-06-22,1540.0,1577.0999755859375,1540.0,1556.9000244140625,1009.40185546875,279405,0,-2.7627123913866853,6.078861487067089,-8.841573878453774,52.12020826057025
2015-06-23,1556.9000244140625,1589.0,1550.0,1561.199951171875,1012.1898803710938,759566,0,-1.205365837763111,6.108966432552531,-7.314332270315642,53.010518664963115
2015-06-24,1570.0,1570.0,1530.0,1539.0,997.7962646484376,1547293,-1,-1.7424224395153942,4.457527864640198,-6.199950304155593,48.043461783177406
2015-06-25,1539.0,1545.0,1475.5,1502.5999755859375,974.1969604492188,555822,-1,-5.047042266630797,0.9223264300198366,-5.969368696650633,41.22303727739687
2015-06-26,1502.5999755859375,1540.0,1495.0,1511.5999755859375,980.031982421875,468839,1,-6.860667005634468,-0.7130386471870676,-6.147628358447401,43.36393396594186
2015-06-30,1500.0,1548.0,1480.0,1538.199951171875,997.2777709960938,2629093,1,-6.081478455199203,0.0529199225985586,-6.134398377797762,49.24784951926588
2015-07-01,1538.199951171875,1519.9000244140625,1500.0999755859375,1501.5999755859375,973.5485229492188,1159477,-1,-8.321354669488983,-1.749565033352976,-6.571789636136007,42.677918334078704
2015-07-02,1500.0,1538.0,1500.0,1514.5,981.912109375,252414,1,-8.952351412104463,-1.904449420774764,-7.047901991329699,45.44064062470464
2015-07-03,1514.5,1515.0,1500.300048828125,1511.0,979.6428833007812,26706,0,-9.6239032598844,-2.0608010148437614,-7.563102245040639,44.8096125774217
2015-07-06,1455.0,1500.0999755859375,1455.0,1479.4000244140625,959.155517578125,801989,-1,-12.56116953198216,-3.998453829553217,-8.562715702428942,39.47903647322999
2015-07-07,1479.4000244140625,1470.0,1439.800048828125,1446.5,937.8250122070312,804820,-1,-17.343802666719057,-7.024869571432092,-10.318933095286965,34.832949213456025
2015-07-08,1446.5,1460.0,1402.0999755859375,1418.199951171875,919.4768676757812,479657,-1,-23.150783488865045,-10.265480314862462,-12.885303174002583,31.408834636636925
2015-07-09,1430.0,1445.0,1419.4000244140625,1423.4000244140625,922.8483276367188,343243,0,-27.021765088162738,-11.309169531328122,-15.712595556834616,32.717613842795934
2015-07-10,1430.0,1480.0,1420.0,1466.300048828125,950.662353515625,2208290,1,-26.324420916825147,-8.489460287992422,-17.834960628832725,42.47027748346631
2015-07-13,1466.300048828125,1510.0,1470.0,1508.5999755859375,978.0870971679688,1913268,1,-22.10372211339518,-3.4150091876499644,-18.688712925745214,50.143999402674396
2015-07-14,1508.5999755859375,1540.0999755859375,1460.0,1528.5,990.989013671875,808365,1,-16.95754620743901,1.384933374644966,-18.342479582083975,53.2999473070863
2015-07-15,1528.5,1525.0,1491.0,1503.9000244140625,975.0397338867188,523311,-1,-14.694784832619916,2.9181557995712453,-17.61294063219116,49.1574038112476
2015-07-17,1503.9000244140625,1510.9000244140625,1444.300048828125,1476.5999755859375,957.3402099609376,143423,-1,-14.93228582914935,2.1445238424334505,-17.0768096715828,44.97941272317046
2015-07-20,1476.5999755859375,1500.0,1475.0,1487.4000244140625,964.3421630859376,236960,1,-14.086651252344609,2.392126735390555,-16.478777987735164,46.9020754018259
2015-07-21,1487.4000244140625,1495.0,1475.0,1494.699951171875,969.0751342773438,589206,0,-12.681255061890397,3.038018340675814,-15.71927340256621,48.21919182827254
2015-07-22,1494.699951171875,1494.0,1470.0,1471.300048828125,953.9039306640624,458706,-1,-13.302304329703475,1.9335752582901904,-15.235879587993665,44.41585432972147
2015-07-23,1471.300048828125,1486.300048828125,1465.0,1481.699951171875,960.6466674804688,286566,1,-12.80766634025872,1.942570598187956,-14.750236938446676,46.43795147664535
2015-07-24,1481.699951171875,1479.0,1429.9000244140625,1431.5999755859375,928.1647338867188,749970,-1,-16.270752391392307,-1.216412362356504,-15.054340029035803,39.065136089809116
2015-07-27,1431.5999755859375,1483.0,1350.199951171875,1392.9000244140625,903.073974609375,685571,-1,-21.88575036093266,-5.465128265517485,-16.420622095415176,34.507576537596435
2015-07-28,1395.5,1470.0,1350.0,1351.5999755859375,876.2974243164062,1006568,-1,-29.33014582351757,-10.327618982481916,-19.002526841035653,30.42778327623396
2015-07-29,1369.0,1429.0999755859375,1360.0,1382.5,896.331298828125,1084625,1,-32.363443502500786,-10.688733329172106,-21.67471017332868,36.478888767042385
2015-07-30,1382.5,1429.0999755859375,1372.0,1398.5,906.7046508789062,334527,1,-33.09479133073546,-9.136064925925425,-23.958726404810037,39.417175948566225
2015-07-31,1398.5,1448.0,1398.0,1442.0,934.9075317382812,470955,1,-29.820550554215743,-4.689459319524566,-25.131091234691176,46.64350017559742
2015-08-03,1442.0,1442.0,1381.0,1414.0999755859375,916.81884765625,315771,-1,-29.141069835794042,-3.207982880882291,-25.93308695491175,43.09311231173698
2015-08-04,1414.0999755859375,1440.0,1400.0,1432.5,928.7482299804688,376931,1,-26.808812968264192,-0.7005808106819522,-26.10823215758224,46.01176422356935
2015-08-05,1439.0,1448.0,1401.300048828125,1439.199951171875,933.0921630859376,260641,0,-24.141563614257848,1.5733348346595157,-25.714898448917364,47.07616863843588
2015-08-06,1439.199951171875,1430.0,1399.9000244140625,1401.9000244140625,908.9089965820312,546635,-1,-24.752213535653937,0.7701479306107437,-25.52236146626468,42.09984053453431
2015-08-07,1400.0,1410.0,1371.0,1385.300048828125,898.1465454101562,557991,-1,-26.272781030376336,-0.6003356512893241,-25.672445379087012,40.069779909812596
2015-08-10,1385.300048828125,1380.0,1355.0999755859375,1367.0999755859375,886.3467407226562,1288764,-1,-28.61656162213808,-2.355292994440852,-26.261268627697227,37.9113019152227
2015-08-11,1367.0999755859375,1365.0,1333.0,1340.300048828125,868.97119140625,1691696,-1,-32.264628190413305,-4.80268765017286,-27.461940540240445,34.92766877014994
2015-08-12,1340.0,1350.0,1305.0999755859375,1335.5,865.8591918945312,2622504,0,-35.138021810645796,-6.140865016324277,-28.99715679432152,34.40539288089711
2015-08-13,1335.5,1354.9000244140625,1335.0,1350.4000244140625,875.5194091796875,529257,1,-35.80021689533987,-5.442448080814682,-30.35776881452519,37.528167431555694
2015-08-14,1350.4000244140625,1375.0,1349.0999755859375,1361.0999755859375,882.456787109375,262491,1,-35.057493669974974,-3.7597798843598262,-31.297713785615148,39.74653753684127
2015-08-17,1361.0999755859375,1361.0999755859375,1335.0,1338.800048828125,867.9987182617188,585076,-1,-35.85498394793376,-3.645816129854893,-32.20916781807887,36.812589295979556
2015-08-18,1338.800048828125,1337.5999755859375,1318.0,1327.800048828125,860.8670654296875,359642,-1,-36.948687340090146,-3.7916156176090254,-33.15707172248112,35.42353575553178
2015-08-19,1327.800048828125,1341.0,1315.0,1333.300048828125,864.43310546875,454380,0,-36.94576336140835,-3.0309533111417863,-33.91481005026657,36.70946210253667
2015-08-20,1333.300048828125,1363.5,1344.9000244140625,1350.0999755859375,875.324951171875,660978,1,-35.18227305712958,-1.0139704054904044,-34.16830265163917,40.60040366305953
2015-08-21,1350.0999755859375,1349.9000244140625,1307.0,1312.0999755859375,850.68798828125,807535,-1,-36.43102255597523,-1.8101759234688473,-34.620846632506385,35.31226972907476
2015-08-24,1299.9000244140625,1300.0,1245.0,1274.5,826.3104858398438,855783,-1,-39.993647451601646,-4.298240655276203,-35.69540679632544,31.00856547378686
2015-08-25,1300.0,1316.0,1275.300048828125,1285.699951171875,833.57177734375,768249,1,-41.4356663224803,-4.592207620923887,-36.843458701556415,33.60435588923605
2015-08-26,1285.699951171875,1300.0,1250.0,1257.9000244140625,815.5479125976562,791347,-1,-44.31090983649892,-5.973960907954002,-38.33694892854492,30.533475531164342
2015-08-27,1270.0,1343.699951171875,1265.4000244140625,1329.5,861.9690551757812,714421,1,-40.3469469037434,-1.607998380158783,-38.73894852358462,44.580486872861904
2015-08-28,1328.0,1400.0,1310.0,1373.0,890.1719970703125,986407,1,-33.31139820253907,4.342040256836441,-37.65343845937551,51.05593020616415
2015-08-31,1371.0,1470.0,1345.0,1408.5999755859375,913.2528686523438,1498514,1,-24.57971500582221,10.45897876284264,-35.03869376866485,55.62559620932267
2015-09-01,1408.5999755859375,1405.0,1360.0,1381.800048828125,895.87744140625,1274526,-1,-19.59642785510505,12.353812730847842,-31.95024058595289,51.71142786875426
2015-09-02,1385.0,1425.0,1385.0,1414.0,916.75390625,1166114,1,-12.900164861714302,15.240060579390871,-28.140225441105173,55.7411171312838
2015-09-03,1414.0,1490.0,1410.0,1475.699951171875,956.756591796875,606172,1,-2.5848611140170306,20.444291461670517,-23.029152575687547,62.24299774541561
2015-09-04,1474.0,1474.0,1411.0,1441.199951171875,934.3887939453124,728790,-1,2.774249926076436,20.642722001411187,-17.86847207533475,57.18434730992588
2015-09-07,1441.199951171875,1475.0,1441.199951171875,1463.4000244140625,948.7819213867188,1037902,1,8.712314276796405,21.264629081704925,-12.55231480490852,59.46716458074651
2015-09-08,1470.0,1509.800048828125,1470.0,1486.5999755859375,963.8234252929688,609120,1,15.116066619113553,22.134705139217658,-7.018638520104105,61.76164885086328
2015-09-09,1491.0,1498.9000244140625,1435.0,1453.4000244140625,942.2985229492188,249669,-1,17.312559481929156,19.46495840162661,-2.152398919697453,56.805928201646594
