,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,BBANDS_lower,CCI_14,OBV,WILLR_14,CMO,COPP,STCmacd_10_12_26_0.5,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
10,2015-01-16,348.989990234375,355.0,349.0,354.1600036621094,189.3008575439453,1953341,1,343.0046057784373,0.0,4627674.0,0.0,0.0,0.0,0.0,-0.2328940284496639,0.1758583411574363,-0.8814477422274649
11,2015-01-19,354.1600036621094,357.0,353.989990234375,356.3599853515625,190.47677612304688,1671645,1,342.070315141279,0.0,6299319.0,0.0,0.0,0.0,0.0,-0.158123420121578,0.4157061949372291,-0.6152036096900702
12,2015-01-20,356.3599853515625,358.8399963378906,355.1300048828125,356.4100036621094,190.5035095214844,4228441,0,345.13521539600174,0.0,10527760.0,0.0,0.0,0.0,0.0,-0.3395340703427791,0.2375694587826728,-0.8371405014768243
13,2015-01-21,356.4100036621094,356.29998779296875,353.2099914550781,354.1600036621094,189.3008575439453,1947627,-1,348.61023970715644,79.72421726093917,8580133.0,-29.54541513741583,0.0,0.0,0.0,-0.0618294452388699,0.7287472542375326,-0.7834384683519602
14,2015-01-22,354.1600036621094,365.0,355.0,362.5,193.7586212158203,2005189,1,350.6030176151464,175.93095016216296,10585322.0,-11.363636363636363,30.22235174415336,0.0,0.0,-0.1235513438542301,0.5831749923527241,-0.8099315883591771
15,2015-01-23,362.5,363.989990234375,356.0,359.42999267578125,192.11770629882807,3947553,-1,351.97556639965546,125.81738642224164,6637769.0,-26.51120768792777,17.403297429432158,0.0,0.0,-0.2476105256202189,0.2494212090969085,-0.7846500054001808
16,2015-01-26,359.42999267578125,362.0,359.0,361.9200134277344,193.4486389160156,2461835,1,352.49477795538405,117.64044441000893,9099604.0,-14.65961513880335,23.94299841968835,0.0,0.0,-0.2571392083274467,0.1774239838123321,-0.8037086445838213
17,2015-01-27,361.9200134277344,363.0,361.5,362.75,193.89227294921875,4664463,0,353.7137478935122,112.3468505092087,13764067.0,-10.709181124138656,26.04491749336773,0.0,0.0,-0.1604444564975522,0.2819506004452705,-0.7552006272599101
18,2015-01-28,362.75,364.0,362.7999877929688,363.3200073242188,194.1969757080078,1413629,0,359.2762397322699,107.74630390022884,15177696.0,-7.999965122767582,27.526246739752644,0.0,0.0,-0.3175651669088337,0.070633016526699,-0.8526800498366356
19,2015-01-29,363.3200073242188,367.0,360.0,363.9100036621094,194.51231384277344,2330537,0,359.14054924531627,97.68340377952016,17508233.0,-14.12246639998661,29.109053546541496,0.0,0.0,-0.27244178194087,0.2147879526019096,-0.9242369290441276
20,2015-01-30,363.9100036621094,366.0,358.0,362.8900146484375,193.9671173095703,2584445,0,361.64266377921166,71.65873306333715,14923788.0,-18.784206738413644,24.0644686260476,0.0,0.0,-0.1676338016986847,0.3372390754520893,-0.8710213396698236
21,2015-02-02,362.8900146484375,371.989990234375,362.6900024414063,370.239990234375,197.8957061767578,1653198,1,358.9462233863827,133.19686171891004,16576986.0,-6.542056074766355,41.73193963172688,0.0,0.0,-0.3578003008539478,0.0413495078682899,-0.8496994795277715
22,2015-02-03,370.239990234375,374.989990234375,366.989990234375,372.3500061035156,199.0235748291016,2255174,1,358.6399183304393,162.98496352238553,18832160.0,-9.431886573569304,45.64194848065025,0.0,0.0,-0.2592278154566884,0.3228999078273773,-0.6959863156080246
23,2015-02-04,372.3500061035156,373.0,371.010009765625,372.5899963378906,199.15182495117188,1628249,0,360.05026760438454,156.10333763139056,20460409.0,-9.23430087830539,46.08509622682167,9.923300472584996,0.0,-0.2753705017268658,0.4727851673960686,-0.9210211783647536
24,2015-02-05,372.5899963378906,374.0,360.0,366.1199951171875,195.6935577392578,2089230,-1,361.2938201991655,63.1721759081087,18371179.0,-40.72541604372786,18.1258693732774,9.544321413781873,0.0,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,366.1199951171875,379.9800109863281,367.0,376.55999755859375,201.27378845214844,3423901,1,364.7590484021663,149.0248171921304,21795080.0,-12.775535795713632,38.55983085937813,9.629471703625564,8.356591013240802,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,376.55999755859375,373.9599914550781,364.7999877929688,365.30999755859375,195.2606506347656,1659494,-1,362.0725847869293,45.633734194876496,20135586.0,-54.800159598723205,7.441597594136457,8.682723902682758,7.653941870940855,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,365.30999755859375,368.1099853515625,356.0,362.5799865722656,193.8013916015625,3001157,-1,358.3366902397727,-53.64693829278552,17134429.0,-69.65579167913798,1.48528840859291,7.511376513978214,6.798430220703153,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,362.5799865722656,369.9800109863281,360.0,363.8699951171875,194.49095153808597,2012230,0,356.9162425569426,-19.88141051169478,19146659.0,-67.18101955134854,4.188229115748802,6.078091259413734,6.153589236542587,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,363.8699951171875,371.989990234375,363.0,371.0799865722656,198.3447265625,1459842,1,357.4355696386657,42.687407259517634,20606501.0,-37.11434669123682,17.76828676461403,5.676999294560411,6.153401581704543,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,371.0799865722656,382.0,370.0,373.1400146484375,199.4457855224609,3409725,1,358.88486834891006,134.91997619664326,24016226.0,-34.07686673677885,21.204705681762537,5.395271931518577,6.247463048159034,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,373.1400146484375,379.6900024414063,375.0,379.25,202.71163940429688,836257,1,357.6804737833266,153.29195339389872,24852483.0,-10.576923076923071,30.483779461534716,5.77929846038722,6.737368008062504,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,379.25,376.55999755859375,370.010009765625,370.9100036621094,198.25387573242188,1975708,-1,361.79581796323873,54.18908001269768,22876775.0,-42.6538320688101,11.229219044082305,4.979016007735126,6.379118704587484,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,370.9100036621094,369.989990234375,365.8999938964844,368.7300109863281,197.088623046875,1596835,-1,365.4300610978237,-22.2285369025554,21279940.0,-51.03841928335336,6.793188852912797,4.000832665839102,5.851839991778775,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,368.7300109863281,370.0,366.0,367.80999755859375,196.59689331054688,4671332,0,363.80496398972616,-37.32088400208356,16608608.0,-54.57693246694711,4.891928936661592,3.1709297031924937,5.298650869368316,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,367.80999755859375,374.0,367.0,368.7099914550781,197.0779571533203,2393227,0,362.6624955890334,-1.8909040075325283,19001835.0,-51.11541748046875,6.642885763012621,2.5027393215487765,4.876651487491415,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,368.7099914550781,375.0,369.0,374.25,200.03909301757807,1655536,1,365.440441434199,50.766739267163096,20657371.0,-29.807692307692317,16.797220017240086,1.9305378493179255,4.932388818806771,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,374.25,374.1900024414063,368.8200073242188,368.8399963378906,197.1473846435547,1518866,-1,365.0264399693552,12.640238921325206,19138505.0,-50.61539870042067,4.808511596159741,1.4468150791904786,4.488280865238153,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,368.8399963378906,370.8999938964844,368.0,368.1199951171875,196.7626037597656,2220429,0,364.7817826761632,-23.546342315400647,16918076.0,-53.38463416466346,3.288964474208082,1.3947965168306915,4.031748543665572,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,368.1199951171875,368.5,365.010009765625,365.6900024414063,195.46372985839844,2756627,-1,363.51284154500473,-68.9891348973191,14161449.0,-62.73075984074497,-1.881447702848853,0.5065162790032752,3.4342751034120056,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,365.6900024414063,371.8900146484375,365.0,367.1199951171875,196.22804260253903,3352393,0,362.9620167924062,-33.987791074650225,17513842.0,-57.230788010817314,1.2512352648761838,0.0893540626811687,3.041105583293813,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,367.1199951171875,370.0,363.0,366.6600036621094,195.98220825195312,1023801,0,365.08107863332447,-79.16946141103193,16490041.0,-69.72725608132102,0.1840968347057751,-0.222143162864152,2.661715836547671,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,366.6600036621094,370.0,365.0,366.6300048828125,195.96615600585935,2135638,0,365.26521697299137,-71.41942086016145,14354403.0,-80.8947111430921,0.1099937364739002,-0.7138118339922607,2.3317471484517114,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,366.6300048828125,369.0,365.0,365.0499877929688,195.1216735839844,2097966,0,364.7277272894943,-84.92387342440311,12256437.0,-89.21059056332207,-3.920971624407213,-1.2330934500854147,1.920610805614672,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,365.0499877929688,368.0,365.0,367.0299987792969,196.1800079345703,509850,1,364.99858203941216,-70.61201204862384,12766287.0,-75.85381551953023,1.4350770799366088,-1.4865381164759406,1.7345577290179222,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,367.0299987792969,369.989990234375,365.0,368.2000122070313,196.8053436279297,1339291,0,364.6966775112223,-32.34615769026466,14105578.0,-61.65182047738822,4.565162479451931,-1.829430684700716,1.6623570139078083,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,368.2000122070313,368.0,365.0199890136719,366.0499877929688,195.65618896484372,674252,-1,364.5038279073668,-83.38834297786028,13431326.0,-74.58343505859328,-1.6176787481344272,-1.974859160620393,1.4153333435241962,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,367.0,369.0,364.5,367.6000061035156,196.48464965820312,15312312,0,364.54510153362446,-46.28253014840412,28743638.0,-61.66661580403645,2.842532062098925,-2.09460733283407,1.3293153092384955,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,367.6000061035156,367.8900146484375,360.04998779296875,363.1700134277344,194.11676025390625,962299,-1,362.873702940546,-162.1496310851517,27781339.0,-79.13028035322792,-9.397366041010756,-2.3072831400433884,0.8933836408983211,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,363.1700134277344,364.0,361.0,362.9299926757813,193.98849487304688,899576,0,361.20860074774544,-177.5067750186166,26881763.0,-80.73576902192735,-10.022208935980954,-2.463855878042362,0.5225137707791419,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,362.9299926757813,364.5,360.0199890136719,360.239990234375,192.5506591796875,1076800,-1,358.84948830682725,-196.5213949793205,25804963.0,-98.4474169920508,-16.936222917241366,-3.019924984504192,0.0114045464906666,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,360.0,365.0,357.20001220703125,360.6799926757813,192.78585815429688,462910,0,357.69599222221643,-158.70334979063443,26267873.0,-76.31055214163108,-15.374543035131088,-3.260811808278696,-0.3540672099364315,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,361.0,369.989990234375,361.0,365.55999755859375,195.39427185058597,516688,1,358.67764475287134,1.3047886871457413,26784561.0,-43.090646955929216,0.4973098680979389,-2.9004939859111123,-0.2470823878821875,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,365.55999755859375,369.989990234375,364.2099914550781,365.4500122070313,195.33547973632807,1628866,0,358.4502969112599,37.812065458772885,25155695.0,-43.83935582783812,0.162865681415484,-2.458250775363466,-0.1692203771337403,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,365.4500122070313,366.989990234375,364.8699951171875,364.9800109863281,195.0842437744141,2926076,0,358.5864147691838,11.041490258516903,22229619.0,-39.218701571179935,-1.347993402312697,-2.106252430082543,-0.1437819147841992,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,364.9800109863281,369.8999938964844,364.1000061035156,367.739990234375,196.55950927734372,2205851,1,360.267510646373,69.59384937267306,24435470.0,-17.656343132346276,7.477817192174704,-1.583267259152856,0.097956329519377,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,367.739990234375,377.0,363.989990234375,367.489990234375,196.42584228515625,563577,0,363.9660322676458,139.44325011459964,23871893.0,-48.03038196317543,6.572494398718336,-1.2013402683897698,0.2662930584805849,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,367.489990234375,376.989990234375,365.010009765625,370.1300048828125,197.83694458007807,467946,1,363.4764149188428,150.95140456492075,24339839.0,-34.69696642756078,14.73985439349512,-0.4090266311694895,0.6057455894967347,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,370.1300048828125,372.4800109863281,361.1000061035156,362.3800048828125,193.69456481933597,768738,-1,361.25479325975016,-13.395764637718328,23571101.0,-73.83840470032645,-10.10437587638662,-0.6443680546936985,0.2465617253128584,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,362.3800048828125,367.0,362.3999938964844,363.6199951171875,194.35731506347656,546670,0,360.56561796578825,-37.5587520318967,24117771.0,-67.57582389805272,-6.1442501820239,-0.5968412617793626,0.061256645571234,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,363.6199951171875,367.0,363.0,365.8999938964844,195.57598876953125,6495933,1,360.3896733122748,-4.278068333104099,30613704.0,-56.06067144878438,0.9127965840941548,-0.2381139032821146,0.0972567661099219,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,365.8999938964844,368.0,365.0299987792969,366.9100036621094,196.11587524414065,4876878,0,360.38880668596767,41.59811106893145,35490582.0,-50.95960888154549,3.958999567536139,0.1724970701125983,0.2049242291332689,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,366.9100036621094,368.5,365.0,365.4599914550781,195.3407745361328,3111937,0,361.5881870520182,25.34881916033454,32378645.0,-58.28290737138681,-0.7580177111518323,0.5338255417311542,0.1712732707800341,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,365.4599914550781,368.7000122070313,366.0,367.9400024414063,196.66639709472656,5135636,1,363.0605584262803,57.97608283735132,37514281.0,-45.75759163756163,7.013269883051945,0.8552519783670595,0.3407923619108715,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,367.9400024414063,370.0,363.7200012207031,365.9100036621094,195.58135986328125,833446,-1,364.6345745196378,10.893342469656076,36680835.0,-56.01011704577331,0.2006998937104428,1.0723940926754134,0.3077855664494677,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,366.0,366.7900085449219,365.0,366.0899963378906,195.67752075195312,1683072,0,364.7110440459619,-38.38360739549265,38363907.0,-68.1875228881836,0.8036933302954269,1.266636753659644,0.2927764037832503,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,366.0899963378906,366.6499938964844,365.510009765625,366.0,195.62942504882807,10489704,0,364.56432496393904,-35.98344558558319,27874203.0,-69.18241649408554,0.4768003656575827,1.0447940593640517,0.2705014100246785,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,366.0,368.0199890136719,365.0,366.6700134277344,195.987548828125,1347607,0,365.00772722004905,-7.162222190078521,29221810.0,-64.96849394734467,2.998825862329277,0.9143972512886496,0.3034152192920487,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,366.6700134277344,370.0,366.6799926757813,369.1499938964844,197.3131103515625,1112210,1,364.319565001119,87.61599847849072,30334020.0,-49.37112652132105,11.898198073515472,0.9670171799306636,0.5235778682845762,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,369.1499938964844,371.9700012207031,368.0,371.0499877929688,198.3287048339844,2823373,1,363.80947987009785,135.46569031347357,33157393.0,-37.42147478652047,18.09783678454661,1.39388889153732,0.8416697375192257,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,371.0499877929688,375.0,370.0,372.9299926757813,199.3335418701172,922825,1,363.94688855262376,188.5579019265737,34080218.0,-25.5506709456614,23.810861562207396,1.876545175377225,1.2312672355482732,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,372.9299926757813,374.489990234375,372.0,374.0499877929688,199.93218994140625,1377536,0,365.48328792925054,186.68752127673355,35457754.0,-6.83462319556466,27.07442768699131,2.1627390120447822,1.6118202449415548,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,374.0499877929688,375.0,373.8999938964844,374.489990234375,200.16741943359372,1158443,0,368.3606093006776,157.45190674424188,36616197.0,-4.047694591851814,28.37251145198949,2.8051077449111115,1.9267059001061284,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,375.0,375.0,369.010009765625,370.9299926757813,198.26454162597656,1145102,-1,369.73237038789927,71.8296374692784,35471095.0,-33.916727701822445,11.135740280221809,3.039150633359297,1.867466013864544,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,370.9299926757813,374.9800109863281,367.5,368.5899963378906,197.0137939453125,652672,-1,367.83043662744967,32.14163687346835,34818423.0,-56.826279749907336,1.4895592953969867,2.7745005266495992,1.6131049590701991,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,368.5899963378906,368.6199951171875,362.7699890136719,363.4200134277344,194.25042724609372,3479792,-1,362.1831142390319,-97.99471617372464,31338631.0,-94.6850054771892,-15.882345048214727,2.0617214481382566,0.983015980753578,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,363.4200134277344,369.989990234375,365.0,368.5700073242188,197.00311279296875,4538896,1,361.9803539503416,-30.744395731575626,35877527.0,-52.57552657122919,2.0952682590211413,1.9859732786915152,0.8889797874244891,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,368.5700073242188,369.6900024414063,364.1000061035156,367.0499877929688,196.19065856933597,1364074,0,362.75442430620456,-51.789418406805886,34513453.0,-65.00412972579073,-2.7025453914139748,1.6063070496362146,0.6839187640905493,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,367.0499877929688,371.1000061035156,365.510009765625,367.7300109863281,196.5541076660156,1145303,0,363.2438121916948,-26.534583466197287,35658756.0,-59.443846958101375,-0.4287311760323313,1.3626518326961237,0.5697113365716859,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,367.7300109863281,374.8999938964844,369.0,371.8399963378906,198.7509613037109,5298679,1,362.3082604159192,61.14212912618746,40957435.0,-25.838109758379847,12.220601192715414,1.3957240760619627,0.8016022252604671,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,371.8399963378906,374.989990234375,368.5,369.0,197.2329559326172,3009438,-1,365.54744753853066,26.147524364348,37947997.0,-49.05964521787735,2.6037063601633577,1.0773709327172327,0.7475956384441247,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,369.0,370.0799865722656,364.9700012207031,368.6499938964844,197.04586791992188,3519447,0,365.5680373688744,-62.68756685152576,34428550.0,-51.92150776163871,1.449838289293579,0.6685598287956146,0.6688424622996081,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,368.5,368.8399963378906,363.8999938964844,364.8299865722656,195.0040435791016,2868486,-1,363.8978403672064,-106.94892344199808,31560064.0,-83.15620843761619,-10.394264722958749,-0.2199015832783034,0.2947891905985784,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,364.8299865722656,366.0,360.04998779296875,361.7900085449219,193.37918090820312,4307653,-1,360.1932219194556,-150.68051033722222,27252411.0,-88.36107470778677,-18.54436381598,-1.353350919302886,-0.2441372801870898,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,360.0,364.7999877929688,360.0,363.7799987792969,194.4428253173828,746751,1,360.0040490734415,-124.36378595575252,27999162.0,-74.80000813802083,-11.401331005740154,-2.042225972516446,-0.5048452681723461,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,363.7799987792969,367.0,365.0,366.9100036621094,196.11587524414065,3871944,1,360.4080580404954,-42.55870112414195,31871106.0,-53.93330891927084,-1.0840960764538,-2.268227717259558,-0.4536634416894571,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,366.9100036621094,368.0,363.6099853515625,366.3500061035156,195.8164978027344,1388146,0,361.05147195329306,-40.88059029093041,30482960.0,-57.6666259765625,-2.81823358022472,-2.2995887411190155,-0.4530659362509368,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,367.0,367.010009765625,365.010009765625,366.1499938964844,195.7096405029297,1321771,0,361.1400473594789,-31.054646750787395,29161189.0,-58.97266242121207,-3.469169892748308,-2.383363572932775,-0.4633900503713448,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,366.1499938964844,368.8599853515625,365.0,365.8999938964844,195.57598876953125,2352720,0,363.6740040410557,-6.548417266935185,26808469.0,-60.6404420267431,-4.331730890983517,-2.2669282777051545,-0.4861409654187696,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,365.8999938964844,369.5,365.1099853515625,369.4100036621094,197.45211791992188,1572469,1,364.38970143653233,37.47194072935624,28380938.0,-37.22475121744654,8.086408038069447,-1.5448278071302548,-0.2184249094041774,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,369.4100036621094,369.3999938964844,365.1099853515625,365.9200134277344,195.586669921875,723517,-1,364.0616877450541,-3.933415161826146,27657421.0,-60.506889363018935,-4.131992883748604,-1.6221322795653343,-0.2845904692927092,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,365.9200134277344,369.5,364.0,364.3699951171875,194.7581787109375,1466355,0,363.0380292108704,-32.93115432613251,26191066.0,-70.84724506913793,-9.049507316814854,-1.5932531509619188,-0.4568345712513064,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,364.3699951171875,367.989990234375,364.7000122070313,367.5700073242188,196.46859741210935,968895,1,363.198125395797,0.3219622406924191,27159961.0,-49.49958468378925,2.1138005127272432,-1.2396212520984269,-0.331305932951409,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,367.5700073242188,369.9500122070313,367.8900146484375,368.5199890136719,196.9763641357422,13624956,0,363.5356415300502,105.47827458242072,40784917.0,-43.16214433459828,5.215880941403848,-0.8632312089816951,-0.1533997034102299,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,368.5199890136719,371.0,367.2999877929688,369.9800109863281,197.75677490234372,2729465,0,363.3498498390374,150.49191465267802,43514382.0,-9.27262739701704,9.93970581492747,-0.157711567740212,0.1042026532047657,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,371.0,371.0,369.010009765625,369.4400024414063,197.46810913085935,2564131,0,364.0138411113966,147.95127484810584,40950251.0,-14.181795987215397,7.799764100158897,0.2841367872689547,0.2617627620323901,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,361.9800109863281,361.9800109863281,351.70001220703125,354.8900146484375,196.7014617919922,3216953,0,354.77021646813847,-283.32311704583395,37733298.0,-83.47147948679837,-31.109521434269396,-0.7620545653097933,-0.778458546582101,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,354.8900146484375,359.0,348.6000061035156,350.6099853515625,194.3291931152344,2084636,-1,346.20862985854825,-244.6619843097109,35648662.0,-91.02687591195132,-38.17831180085892,-1.97602231127448,-1.926002267366016,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,350.6099853515625,355.0,348.8999938964844,355.0,196.76242065429688,901318,1,343.78530369577123,-170.34948454641244,36549980.0,-71.42859089131788,-24.111320817241623,-2.7405292064446622,-2.4529256405564865,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,355.0,355.29998779296875,349.5,353.95001220703125,196.180419921875,2347855,0,343.7213878040317,-126.0244643249001,34202125.0,-76.11603767287053,-26.050419909400095,-3.6682735669518536,-2.921563484625665,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,353.95001220703125,355.989990234375,350.510009765625,352.7300109863281,195.50424194335935,1765096,0,350.1729701702838,-98.52525369007382,32437029.0,-81.56247317790253,-28.341556994546576,-4.695041139345757,-3.352757750609157,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,352.7300109863281,354.0,351.0,353.6099853515625,195.991943359375,1135775,0,350.22734958142064,-83.38499824939838,33572804.0,-77.63401511982921,-25.32543419488085,-5.351572195243322,-3.582182565186031,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,353.6099853515625,355.5,352.010009765625,354.04998779296875,196.23583984375,3847811,0,352.4029777351912,-63.54512133753892,37420615.0,-75.66971797117995,-23.759298800048267,-5.790196546998251,-3.686008848344159,-0.1071828777901828,0.503062080591917,-0.7974981786683202
103,2015-06-01,354.04998779296875,354.5,350.0,353.1000061035156,195.70928955078125,3376783,0,352.4803288777039,-66.38439465655,34043832.0,-79.91070881181685,-25.911995360441708,-6.539274105143983,-3.8011304431584,-0.3126124762929976,0.3202454522252083,-0.8187549719586968
