,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,RSI_14,BBANDS_lower,Histogram,ATR_14,WILLR_14,TSI_13_25_13,CMO,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
11,2015-01-19,354.1600036621094,357.0,353.989990234375,356.3599853515625,190.47677612304688,1671645,1,0.0,342.070315141279,0.0,0.0,0.0,0.0,0.0,-0.158123420121578,0.4157061949372291,-0.6152036096900702
12,2015-01-20,356.3599853515625,358.8399963378906,355.1300048828125,356.4100036621094,190.5035095214844,4228441,0,0.0,345.13521539600174,0.0,0.0,0.0,0.0,0.0,-0.3395340703427791,0.2375694587826728,-0.8371405014768243
13,2015-01-21,356.4100036621094,356.29998779296875,353.2099914550781,354.1600036621094,189.3008575439453,1947627,-1,0.0,348.61023970715644,0.0,0.0,-29.54541513741583,0.0,0.0,-0.0618294452388699,0.7287472542375326,-0.7834384683519602
14,2015-01-22,354.1600036621094,365.0,355.0,362.5,193.7586212158203,2005189,1,65.11117587207669,350.6030176151464,0.0,5.315817875239007,-11.363636363636363,0.0,30.22235174415336,-0.1235513438542301,0.5831749923527241,-0.8099315883591771
15,2015-01-23,362.5,363.989990234375,356.0,359.42999267578125,192.11770629882807,3947553,-1,58.70164871471608,351.97556639965546,0.0,5.600496879736839,-26.51120768792777,0.0,17.403297429432158,-0.2476105256202189,0.2494212090969085,-0.7846500054001808
16,2015-01-26,359.42999267578125,362.0,359.0,361.9200134277344,193.4486389160156,2461835,1,61.971499209844175,352.49477795538405,0.0,5.333029426267367,-14.65961513880335,0.0,23.94299841968835,-0.2571392083274467,0.1774239838123321,-0.8037086445838213
17,2015-01-27,361.9200134277344,363.0,361.5,362.75,193.89227294921875,4664463,0,63.02245874668387,353.7137478935122,0.0,4.9508039934091,-10.709181124138656,0.0,26.04491749336773,-0.1604444564975522,0.2819506004452705,-0.7552006272599101
18,2015-01-28,362.75,364.0,362.7999877929688,363.3200073242188,194.1969757080078,1413629,0,63.76312336987632,359.2762397322699,0.0,4.591916961528511,-7.999965122767582,0.0,27.526246739752644,-0.3175651669088337,0.070633016526699,-0.8526800498366356
19,2015-01-29,363.3200073242188,367.0,360.0,363.9100036621094,194.51231384277344,2330537,0,64.55452677327075,359.14054924531627,0.0,4.819624618603127,-14.12246639998661,0.0,29.109053546541496,-0.27244178194087,0.2147879526019096,-0.9242369290441276
20,2015-01-30,363.9100036621094,366.0,358.0,362.8900146484375,193.9671173095703,2584445,0,62.0322343130238,361.64266377921166,0.0,5.113560938540948,-18.784206738413644,0.0,24.0644686260476,-0.1676338016986847,0.3372390754520893,-0.8710213396698236
21,2015-02-02,362.8900146484375,371.989990234375,362.6900024414063,370.239990234375,197.8957061767578,1653198,1,70.86596981586344,358.9462233863827,0.0,5.492522773730945,-6.542056074766355,0.0,41.73193963172688,-0.3578003008539478,0.0413495078682899,-0.8496994795277715
22,2015-02-03,370.239990234375,374.989990234375,366.989990234375,372.3500061035156,199.0235748291016,2255174,1,72.82097424032513,358.6399183304393,0.0,5.715250947694522,-9.431886573569304,0.0,45.64194848065025,-0.2592278154566884,0.3228999078273773,-0.6959863156080246
23,2015-02-04,372.3500061035156,373.0,371.010009765625,372.5899963378906,199.15182495117188,1628249,0,73.04254811341085,360.05026760438454,0.0,5.390010638055214,-9.23430087830539,0.0,46.08509622682167,-0.2753705017268658,0.4727851673960686,-0.9210211783647536
24,2015-02-05,372.5899963378906,374.0,360.0,366.1199951171875,195.6935577392578,2089230,-1,59.0629346866387,361.2938201991655,0.0,6.129971394638859,-40.72541604372786,12.867101766049355,18.1258693732774,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,366.1199951171875,379.9800109863281,367.0,376.55999755859375,201.27378845214844,3423901,1,69.27991542968905,364.7590484021663,0.0,6.784803875944369,-12.775535795713632,16.132649442909138,38.55983085937813,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,376.55999755859375,373.9599914550781,364.7999877929688,365.30999755859375,195.2606506347656,1659494,-1,53.72079879706823,362.0725847869293,0.0,7.200741363166142,-54.800159598723205,14.061856847576577,7.441597594136457,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,365.30999755859375,368.1099853515625,356.0,362.5799865722656,193.8013916015625,3001157,-1,50.74264420429646,358.3366902397727,0.0,7.606228108838527,-69.65579167913798,11.530544632535603,1.48528840859291,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,362.5799865722656,369.9800109863281,360.0,363.8699951171875,194.49095153808597,2012230,0,52.094114557874406,356.9162425569426,0.0,7.800128961733242,-67.18101955134854,10.006541535883027,4.188229115748802,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,363.8699951171875,371.989990234375,363.0,371.0799865722656,198.3447265625,1459842,1,58.884143382307016,357.4355696386657,0.0,7.896335308440594,-37.11434669123682,10.89519239670144,17.76828676461403,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,371.0799865722656,382.0,370.0,373.1400146484375,199.4457855224609,3409725,1,60.60235284088127,358.88486834891006,0.0,8.22503897555328,-34.07686673677885,12.133250909518098,21.204705681762537,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,373.1400146484375,379.6900024414063,375.0,379.25,202.71163940429688,836257,1,65.24188973076735,357.6804737833266,0.0,8.09202078646266,-10.576923076923071,14.697141551496744,30.483779461534716,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,379.25,376.55999755859375,370.010009765625,370.9100036621094,198.25387573242188,1975708,-1,55.61460952204115,361.79581796323873,0.0,8.182460699848018,-42.6538320688101,13.82111359334258,11.229219044082305,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,370.9100036621094,369.989990234375,365.8999938964844,368.7300109863281,197.088623046875,1596835,-1,53.3965944264564,365.4300610978237,-0.8516870833011962,7.934351634091206,-51.03841928335336,12.44791510684853,6.793188852912797,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,368.7300109863281,370.0,366.0,367.80999755859375,196.59689331054688,4671332,0,52.4459644683308,363.80496398972616,-1.123900964569324,7.628728075810464,-54.57693246694711,11.093057195951344,4.891928936661592,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,367.80999755859375,374.0,367.0,368.7099914550781,197.0779571533203,2393227,0,53.32144288150631,362.6624955890334,-1.236720277156981,7.580191441589687,-51.11541748046875,10.253718837551125,6.642885763012621,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,368.7099914550781,375.0,369.0,374.25,200.03909301757807,1655536,1,58.39861000862004,365.440441434199,-0.9447863566733004,7.481163079825507,-29.807692307692317,11.010759862425578,16.797220017240086,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,374.25,374.1900024414063,368.8200073242188,368.8399963378906,197.1473846435547,1518866,-1,52.40425579807987,365.0264399693552,-1.1111154481935357,7.324559086935209,-50.61539870042067,9.897849518290837,4.808511596159741,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,368.8399963378906,370.8999938964844,368.0,368.1199951171875,196.7626037597656,2220429,0,51.64448223710404,364.7817826761632,-1.254118215812893,6.988403615229021,-53.38463416466346,8.793436933707484,3.288964474208082,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,368.1199951171875,368.5,365.010009765625,365.6900024414063,195.46372985839844,2756627,-1,49.05927614857558,363.51284154500473,-1.481273324853167,6.723815225702581,-62.73075984074497,7.149764675887912,-1.881447702848853,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,365.6900024414063,371.8900146484375,365.0,367.1199951171875,196.22804260253903,3352393,0,50.625617632438086,362.9620167924062,-1.499554275977088,6.736332446558128,-57.230788010817314,6.209513329143274,1.2512352648761838,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,367.1199951171875,370.0,363.0,366.6600036621094,195.98220825195312,1023801,0,50.09204841735289,365.08107863332447,-1.503155218178584,6.756113560345887,-69.72725608132102,5.2957144584120135,0.1840968347057751,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,366.6600036621094,370.0,365.0,366.6300048828125,195.96615600585935,2135638,0,50.05499686823696,365.26521697299137,-1.4664991250196353,6.624836623498887,-80.8947111430921,4.528090553136594,0.1099937364739002,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,366.6300048828125,369.0,365.0,365.0499877929688,195.1216735839844,2097966,0,48.0395141877964,364.7277272894943,-1.5021083742853405,6.42926934536822,-89.21059056332207,3.367361429543375,-3.920971624407213,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,365.0499877929688,368.0,365.0,367.0299987792969,196.1800079345703,509850,1,50.7175385399683,364.99858203941216,-1.3505291607056722,6.174550630062368,-75.85381551953023,3.013555641750165,1.4350770799366088,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,367.0299987792969,369.989990234375,365.0,368.2000122070313,196.8053436279297,1339291,0,52.28258123972596,364.6966775112223,-1.138183900652629,6.086814029083016,-61.65182047738822,3.0945140220378557,4.565162479451931,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,368.2000122070313,368.0,365.0199890136719,366.0499877929688,195.65618896484372,674252,-1,49.19116062593279,364.5038279073668,-1.1081660568289933,5.872083833984057,-74.58343505859328,2.403531965680907,-1.6176787481344272,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,367.0,369.0,364.5,367.6000061035156,196.48464965820312,15312312,0,51.42126603104946,364.54510153362446,-0.9553472728917553,5.770972428095671,-61.66661580403645,2.3576934699144827,2.842532062098925,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,367.6000061035156,367.8900146484375,360.04998779296875,363.1700134277344,194.11676025390625,962299,-1,45.30131697949462,362.873702940546,-1.113023152985544,5.923100581910129,-79.13028035322792,0.6914071975321148,-9.397366041010756,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,363.1700134277344,364.0,361.0,362.9299926757813,193.98849487304688,899576,0,44.98889553200953,361.20860074774544,-1.1871144184837783,5.708628024419073,-80.73576902192735,-0.7755329196591777,-10.022208935980954,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,362.9299926757813,364.5,360.0199890136719,360.239990234375,192.5506591796875,1076800,-1,41.53188854137932,358.84948830682725,-1.358578914217803,5.618657245910245,-98.4474169920508,-2.9968555566083164,-16.936222917241366,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,360.0,365.0,357.20001220703125,360.6799926757813,192.78585815429688,462910,0,42.31272848243446,357.69599222221643,-1.379240536515921,5.778107449535015,-76.31055214163108,-4.6668889823264506,-15.374543035131088,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,361.0,369.989990234375,361.0,365.55999755859375,195.39427185058597,516688,1,50.248654934048965,358.67764475287134,-1.0178045715693416,6.035850223832145,-43.090646955929216,-4.040519875150732,0.4973098680979389,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,365.55999755859375,369.989990234375,364.2099914550781,365.4500122070313,195.33547973632807,1628866,0,50.08143284070774,358.4502969112599,-0.7519540486567157,6.017208085630296,-43.83935582783812,-3.5691846200559887,0.162865681415484,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,365.4500122070313,366.989990234375,364.8699951171875,364.9800109863281,195.0842437744141,2926076,0,49.32600329884365,358.5864147691838,-0.5812124690457396,5.733651712625342,-39.218701571179935,-3.3642184848554884,-1.347993402312697,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,364.9800109863281,369.8999938964844,364.1000061035156,367.739990234375,196.55950927734372,2205851,1,53.73890859608736,360.267510646373,-0.2715793797937306,5.738471831748622,-17.656343132346276,-1.993820632944992,7.477817192174704,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,367.739990234375,377.0,363.989990234375,367.489990234375,196.42584228515625,563577,0,53.28624719935916,363.9660322676458,-0.0825941206660182,6.266186119942719,-48.03038196317543,-0.9610923384533678,6.572494398718336,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,367.489990234375,376.989990234375,365.010009765625,370.1300048828125,197.83694458007807,467946,1,57.369927196747554,363.4764149188428,0.2054867282801052,6.680377093805666,-34.69696642756078,1.075384271036529,14.73985439349512,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,370.1300048828125,372.4800109863281,361.1000061035156,362.3800048828125,193.69456481933597,768738,-1,44.94781206180669,361.25479325975016,-0.1229577087230168,7.020690384506494,-73.83840470032645,-0.7294605378889547,-10.10437587638662,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,362.3800048828125,367.0,362.3999938964844,363.6199951171875,194.35731506347656,546670,0,46.927874908988045,360.56561796578825,-0.246610230771713,6.847020209813303,-67.57582389805272,-1.6012576441371855,-6.1442501820239,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,363.6199951171875,367.0,363.0,365.8999938964844,195.57598876953125,6495933,1,50.45639829204708,360.3896733122748,-0.16848808818642,6.641250044897922,-56.06067144878438,-1.272167925778251,0.9127965840941548,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,365.8999938964844,368.0,365.0299987792969,366.9100036621094,196.11587524414065,4876878,0,51.97949978376806,360.38880668596767,-0.0486565001304585,6.376132810262488,-50.95960888154549,-0.5549328244507319,3.958999567536139,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,366.9100036621094,368.5,365.0,365.4599914550781,195.3407745361328,3111937,0,49.62099114442408,361.5881870520182,-0.0658459667869546,6.168597544235308,-58.28290737138681,-0.6241399379831837,-0.7580177111518323,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,365.4599914550781,368.7000122070313,366.0,367.9400024414063,196.66639709472656,5135636,1,53.50663494152597,363.0605584262803,0.0829384994751061,5.957432015497528,-45.75759163756163,0.4502686455532419,7.013269883051945,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,367.9400024414063,370.0,363.7200012207031,365.9100036621094,195.58135986328125,833446,-1,50.100349946855225,364.6345745196378,0.0399453632109618,5.980675020783489,-56.01011704577331,0.3835458221430985,0.2006998937104428,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,366.0,366.7900085449219,365.0,366.0899963378906,195.67752075195312,1683072,0,50.40184666514772,364.7110440459619,0.0199489604357955,5.678900077230799,-68.1875228881836,0.4127067220310375,0.8036933302954269,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,366.0899963378906,366.6499938964844,365.510009765625,366.0,195.62942504882807,10489704,0,50.23840018282879,364.56432496393904,-0.001860826658221,5.352237594190735,-69.18241649408554,0.3937175651975033,0.4768003656575827,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,366.0,368.0199890136719,365.0,366.6700134277344,195.987548828125,1347607,0,51.49941293116464,365.00772722004905,0.0248423860873193,5.184478066200336,-64.96849394734467,0.7047687961008231,2.998825862329277,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,366.6700134277344,370.0,366.6799926757813,369.1499938964844,197.3131103515625,1112210,1,55.94909903675773,364.319565001119,0.1960040280638774,5.05115069216562,-49.37112652132105,2.1956023763487797,11.898198073515472,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,369.1499938964844,371.9700012207031,368.0,371.0499877929688,198.3287048339844,2823373,1,59.04891839227331,363.80947987009785,0.4112767178388216,4.973458387878467,-37.42147478652047,4.371164110497926,18.09783678454661,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,371.0499877929688,375.0,370.0,372.9299926757813,199.3335418701172,922825,1,61.905430781103696,363.94688855262376,0.6406993726942952,4.975364866198215,-25.5506709456614,7.086484169054298,23.810861562207396,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,372.9299926757813,374.489990234375,372.0,374.0499877929688,199.93218994140625,1377536,0,63.53721384349565,365.48328792925054,0.8170019056700615,4.796912535855988,-6.83462319556466,9.861253944838358,27.07442768699131,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,374.0499877929688,375.0,373.8999938964844,374.489990234375,200.16741943359372,1158443,0,64.18625572599474,368.3606093006776,0.905510048667708,4.53156985230605,-4.047694591851814,12.366110562136154,28.37251145198949,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,375.0,375.0,369.010009765625,370.9299926757813,198.26454162597656,1145102,-1,55.5678701401109,369.73237038789927,0.6770161299408983,4.636210708231367,-33.916727701822445,12.23067724980434,11.135740280221809,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,370.9299926757813,374.9800109863281,367.5,368.5899963378906,197.0137939453125,652672,-1,50.7447796476985,367.83043662744967,0.338124060117243,4.840186354794307,-56.826279749907336,10.6759470566694,1.4895592953969867,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,368.5899963378906,368.6199951171875,362.7699890136719,363.4200134277344,194.25042724609372,3479792,-1,42.05882747589263,362.1831142390319,-0.2335719345595026,4.912595554255123,-94.6850054771892,6.3398406573001305,-15.882345048214727,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,363.4200134277344,369.989990234375,365.0,368.5700073242188,197.00311279296875,4538896,1,51.04763412951056,361.9803539503416,-0.2620865023108731,5.0314053478601215,-52.57552657122919,5.593282073612514,2.0952682590211413,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,368.5700073242188,369.6900024414063,364.1000061035156,367.0499877929688,196.19065856933597,1364074,0,48.64872730429302,362.75442430620456,-0.3737180205158505,5.071437808462003,-65.00412972579073,4.191737807491927,-2.7025453914139748,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,367.0499877929688,371.1000061035156,365.510009765625,367.7300109863281,196.5541076660156,1145303,0,49.78563441198383,363.2438121916948,-0.3903403584277712,5.1085924150282045,-59.443846958101375,3.4457348779011587,-0.4287311760323313,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,367.7300109863281,374.8999938964844,369.0,371.8399963378906,198.7509613037109,5298679,1,56.1103005963577,362.3082604159192,-0.1267595757911921,5.256257933058134,-25.838109758379847,4.891504566291436,12.220601192715414,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,371.8399963378906,374.989990234375,368.5,369.0,197.2329559326172,3009438,-1,51.30185318008168,365.54744753853066,-0.1446129300860276,5.344616889767722,-49.05964521787735,4.5051723345203945,2.6037063601633577,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,369.0,370.0799865722656,364.9700012207031,368.6499938964844,197.04586791992188,3519447,0,50.72491914464679,365.5680373688744,-0.1786928849844353,5.327815963038538,-51.92150776163871,4.021661540256277,1.449838289293579,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,368.5,368.8399963378906,363.8999938964844,364.8299865722656,195.0040435791016,2868486,-1,44.80286763852063,363.8978403672064,-0.442196925348372,5.300051266477383,-83.15620843761619,1.6735728345069318,-10.394264722958749,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,364.8299865722656,366.0,360.04998779296875,361.7900085449219,193.37918090820312,4307653,-1,40.72781809201,360.1932219194556,-0.7848987169072322,5.346576212658586,-88.36107470778677,-1.65772586245512,-18.54436381598,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,360.0,364.7999877929688,360.0,363.7799987792969,194.4428253173828,746751,1,44.29933449712992,360.0040490734415,-0.8364853639139909,5.307456758006168,-74.80000813802083,-3.257632222276718,-11.401331005740154,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,363.7799987792969,367.0,365.0,366.9100036621094,196.11587524414065,3871944,1,49.45795196177311,360.4080580404954,-0.6282428299448815,5.158078260936509,-53.93330891927084,-2.94594756533669,-1.0840960764538,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,366.9100036621094,368.0,363.6099853515625,366.3500061035156,195.8164978027344,1388146,0,48.59088320988764,361.05147195329306,-0.502116259605089,5.103122790457203,-57.6666259765625,-2.96326201969932,-2.81823358022472,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,367.0,367.010009765625,365.010009765625,366.1499938964844,195.7096405029297,1321771,0,48.26541505362584,361.1400473594789,-0.4099522989803976,4.881119365494783,-58.97266242121207,-3.071350046915521,-3.469169892748308,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,366.1499938964844,368.8599853515625,365.0,365.8999938964844,195.57598876953125,2352720,0,47.83413455450824,363.6740040410557,-0.3461625712222578,4.808073738071416,-60.6404420267431,-3.27909518370488,-4.331730890983517,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,365.8999938964844,369.5,365.1099853515625,369.4100036621094,197.45211791992188,1572469,1,54.04320401903472,364.38970143653233,-0.0627572121661325,4.778171517512413,-37.22475121744654,-1.6412136092612553,8.086408038069447,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,369.4100036621094,369.3999938964844,365.1099853515625,365.9200134277344,195.586669921875,723517,-1,47.934003558125696,364.0616877450541,-0.1031382176437314,4.743974329088164,-60.506889363018935,-2.045594925820724,-4.131992883748604,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,365.9200134277344,369.5,364.0,364.3699951171875,194.7581787109375,1466355,0,45.475246341592566,363.0380292108704,-0.2203058556818629,4.79803985903525,-70.84724506913793,-3.1255676533109584,-9.049507316814854,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,364.3699951171875,367.989990234375,364.7000122070313,367.5700073242188,196.46859741210935,968895,1,51.05690025636362,363.198125395797,-0.0758217739055723,4.7138016511850855,-49.49958468378925,-2.3350285273779576,2.1138005127272432,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,367.5700073242188,369.9500122070313,367.8900146484375,368.5199890136719,196.9763641357422,13624956,0,52.60794047070192,363.5356415300502,0.0816675645084853,4.546932369861825,-43.16214433459828,-1.2214902532882157,5.215880941403848,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,368.5199890136719,371.0,367.2999877929688,369.9800109863281,197.75677490234372,2729465,0,54.96985290746374,363.3498498390374,0.2714159368987848,4.486380955692356,-9.27262739701704,0.4151448356564546,9.93970581492747,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,371.0,371.0,369.010009765625,369.4400024414063,197.46810913085935,2564131,0,53.89988205007944,364.0138411113966,0.3431808365811274,4.307911010717128,-14.181795987215397,1.460352774045417,7.799764100158897,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,361.9800109863281,361.9800109863281,351.70001220703125,354.8900146484375,196.7014617919922,3216953,0,34.4452392828653,354.77021646813847,-0.5576323776266909,5.268126219296062,-83.47147948679837,-4.919130007191455,-31.109521434269396,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,354.8900146484375,359.0,348.6000061035156,350.6099853515625,194.3291931152344,2084636,-1,30.910844099570543,346.20862985854825,-1.3641408787284848,5.634965248211596,-91.02687591195132,-11.37700209536794,-38.17831180085892,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,350.6099853515625,355.0,348.8999938964844,355.0,196.76242065429688,901318,1,37.94433959137919,343.78530369577123,-1.5128514015351642,5.668205763584521,-71.42859089131788,-13.866181372809327,-24.111320817241623,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,355.0,355.29998779296875,349.5,353.95001220703125,196.180419921875,2347855,0,36.97479004529995,343.7213878040317,-1.585191396483474,5.677624899452274,-76.11603767287053,-16.08502848473197,-26.050419909400095,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,353.95001220703125,355.989990234375,350.510009765625,352.7300109863281,195.50424194335935,1765096,0,35.82922150272672,350.1729701702838,-1.6131085299735732,5.663498898286854,-81.56247317790253,-18.197650100250023,-28.341556994546576,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,352.7300109863281,354.0,351.0,353.6099853515625,195.991943359375,1135775,0,37.33728290255957,350.22734958142064,-1.4740266756403573,5.473142092318564,-77.63401511982921,-19.39518633936235,-25.32543419488085,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,353.6099853515625,355.5,352.010009765625,354.04998779296875,196.23583984375,3847811,0,38.120350599975865,352.4029777351912,-1.2622823670387875,5.331414492894947,-75.66971797117995,-20.119738480810437,-23.759298800048267,-0.1071828777901828,0.503062080591917,-0.7974981786683202
