,Date,Open,High,Low,Close,Adj Close,Volume,Tendencia,RSI_14,MACD,Histogram,WILLR_14,TSI_13_25_13,CMO,STCstoch_10_12_26_0.5,Sentimiento Promedio,Sentimiento Máximo,Sentimiento Mínimo
10,2015-01-16,2227.10009765625,2299.60009765625,2200.0,2247.10009765625,1268.6112060546875,145073,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2328940284496639,0.1758583411574363,-0.8814477422274649
11,2015-01-19,2247.10009765625,2260.0,2179.89990234375,2200.199951171875,1242.13330078125,140729,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.158123420121578,0.4157061949372291,-0.6152036096900702
12,2015-01-20,2200.199951171875,2268.89990234375,2200.0,2211.0,1248.2308349609375,178552,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3395340703427791,0.2375694587826728,-0.8371405014768243
13,2015-01-21,2211.0,2249.89990234375,2102.10009765625,2111.199951171875,1191.88818359375,379854,-1,0.0,0.0,0.0,-98.6961090716498,0.0,0.0,0.0,-0.0618294452388699,0.7287472542375326,-0.7834384683519602
14,2015-01-22,2111.199951171875,2145.0,2011.0,2046.699951171875,1155.47412109375,295179,-1,11.892493833202424,0.0,0.0,-95.4747172529983,0.0,-76.21501233359515,0.0,-0.1235513438542301,0.5831749923527241,-0.8099315883591771
15,2015-01-23,2046.699951171875,2099.800048828125,1920.0999755859373,1930.800048828125,1090.04248046875,471697,-1,9.872216128653616,0.0,0.0,-98.62801988623777,0.0,-80.25556774269276,0.0,-0.2476105256202189,0.2494212090969085,-0.7846500054001808
16,2015-01-26,1930.800048828125,1931.0,1801.0,1803.0999755859373,1017.9486694335938,326219,-1,8.216081511354934,0.0,0.0,-99.76106771882245,0.0,-83.56783697729014,0.0,-0.2571392083274467,0.1774239838123321,-0.8037086445838213
17,2015-01-27,1803.0999755859373,1835.0,1800.0,1800.5,1016.4811401367188,319053,0,8.185971286111,0.0,0.0,-99.94317535452974,0.0,-83.628057427778,0.0,-0.1604444564975522,0.2819506004452705,-0.7552006272599101
18,2015-01-28,1800.5,1810.0,1680.199951171875,1696.9000244140625,957.9931640625,237234,-1,7.073566668983769,0.0,0.0,-98.32126332705148,0.0,-85.85286666203245,0.0,-0.3175651669088337,0.070633016526699,-0.8526800498366356
19,2015-01-29,1696.9000244140625,1696.9000244140625,1558.9000244140625,1598.0999755859375,902.2151489257812,313798,-1,6.207254688281957,0.0,0.0,-96.4557002261833,0.0,-87.58549062343607,0.0,-0.27244178194087,0.2147879526019096,-0.9242369290441276
20,2015-01-30,1598.0999755859375,1623.0,1550.0,1552.4000244140625,876.4148559570312,576951,-1,5.850343241624221,0.0,0.0,-99.77358260244694,0.0,-88.29931351675155,0.0,-0.1676338016986847,0.3372390754520893,-0.8710213396698236
21,2015-02-02,1552.4000244140625,1625.5999755859375,1500.0,1572.0999755859375,887.53662109375,299851,1,8.298127910490292,0.0,0.0,-92.80439365409804,0.0,-83.40374417901941,0.0,-0.3578003008539478,0.0413495078682899,-0.8496994795277715
22,2015-02-03,1572.0999755859375,2000.0,1589.0,1895.5,1070.1136474609375,930484,1,37.17483598192826,0.0,0.0,-56.05555555555555,0.0,-25.650328036143467,0.0,-0.2592278154566884,0.3228999078273773,-0.6959863156080246
23,2015-02-04,1895.5,2360.0,2000.0,2305.699951171875,1301.6943359375,1494476,1,56.07061627339618,0.0,0.0,-6.313959166061045,0.0,12.141232546792374,0.0,-0.2753705017268658,0.4727851673960686,-0.9210211783647536
24,2015-02-05,2305.699951171875,2850.0,2358.10009765625,2723.89990234375,1537.790771484375,1716280,1,66.97586748963585,0.0,0.0,-9.340747974537036,-0.7245824252078411,33.9517349792717,0.0,-0.1915764014490626,0.015204794704914,-0.6180590186268091
25,2015-02-06,2723.89990234375,2755.0,2250.0,2496.300048828125,1409.2982177734375,1512830,-1,58.46884189565693,-84.4809522171854,0.0,-26.19999638310185,-2.970423605419417,16.937683791313866,0.0,-0.3318588994443416,-0.0562173053622245,-0.6596226058900356
26,2015-02-09,2496.300048828125,2470.0,2320.0,2366.89990234375,1336.2449951171875,434652,-1,54.24987960337123,-59.42112598465383,0.0,-35.78519241898148,-5.941210306840697,8.499759206742453,0.0,-0.2909071275240017,0.1737270653247833,-0.8554051211103797
27,2015-02-10,2366.89990234375,2680.0,2350.0,2490.89990234375,1406.2496337890625,533264,1,57.42056156588388,-29.21845727273103,0.0,-26.600007233796298,-6.964269651093351,14.84112313176776,0.0,-0.2140920244157314,0.0268311724066734,-0.8350177556276321
28,2015-02-11,2490.89990234375,2610.10009765625,2500.0,2599.60009765625,1467.6168212890625,673373,1,60.035311697054894,3.448816783165512,0.0,-18.54814091435185,-6.63653251814905,20.07062339410981,0.0,-0.1646543627915283,0.3077328130602836,-0.6600758377462626
29,2015-02-12,2599.60009765625,2897.89990234375,2560.0,2866.0,1618.014404296875,1308171,1,65.60922983463075,50.25480642380353,0.0,-2.281987593694368,-3.694938960231939,31.2184596692615,0.0,-0.3149562740529125,0.3600782565772533,-0.8706616777926683
30,2015-02-13,2866.0,3150.10009765625,2874.0,3021.699951171875,1705.915283203125,993691,1,68.38460599171022,98.7739704075434,0.0,-7.781355001842039,0.0405618506655722,36.76921198342041,0.0,-0.3937293777242303,-0.0153576731681823,-0.7432791730388999
31,2015-02-16,3021.699951171875,3498.800048828125,3049.0,3461.800048828125,1954.375732421875,943868,1,74.61948526759487,170.76963122883444,0.0,-1.8511106211795747,6.721798834583882,49.23897053518975,0.0,-0.2191724957277377,0.0841249153017997,-0.5729214437305927
32,2015-02-17,3461.800048828125,3749.89990234375,3250.0,3519.39990234375,1986.894287109375,1437262,1,75.3058856279592,229.8252554435844,0.0,-10.244900218000152,12.104656679445176,50.6117712559184,0.0,-0.3805745895951986,-0.0174442827701568,-0.7764215301722288
33,2015-02-18,3519.39990234375,3619.89990234375,3010.0,3350.60009765625,1891.597412109375,1428317,-1,69.38385376809143,260.00930417871814,188.90249873526488,-17.747447531845495,14.54964613812679,38.76770753618284,0.0,-0.3164083166764332,0.1679320931434631,-0.8737135138362646
34,2015-02-19,3350.60009765625,3499.0,3200.0,3383.39990234375,1910.114501953125,733221,1,69.879518176511,283.311215052498,169.7635276872358,-16.28961357872909,16.648587542529125,39.759036353022005,0.0,-0.2568373390558091,0.2852113172411918,-0.6258153934031725
35,2015-02-20,3383.39990234375,3444.800048828125,3281.10009765625,3313.300048828125,1870.5394287109373,214501,-1,67.36919795322548,292.7470689888005,143.3595052988306,-20.20453853702715,17.605896062197107,34.738395906450975,0.0,-0.3597942315042018,0.3121034651994705,-0.8957835147157311
36,2015-02-23,3313.300048828125,3342.0,3020.0,3054.0,1724.150390625,660061,-1,58.93535859190854,276.1187789299415,101.38497219197733,-39.76798338074583,15.853184581641669,17.870717183817078,0.0,-0.4131419320280353,0.3094609975814819,-0.9036124367266892
37,2015-02-24,3054.0,3200.0,2531.10009765625,2598.39990234375,1466.9390869140625,896294,-1,47.64837412912409,223.60009626247395,39.09303161960776,-76.77178978414901,10.364596212121382,-4.703251741751813,38.04918934,-0.1825131194200366,0.0480696111917495,-0.3357415292412042
38,2015-02-25,2598.39990234375,2800.0,2400.0,2693.699951171875,1520.7410888671875,1087081,1,49.813498827233104,187.50711406470737,2.400039537472935,-70.41802919791196,6.935475897230304,-0.3730023455337901,47.32494252,-0.3011152106760578,0.178181055933237,-0.9002523915842175
39,2015-02-26,2693.699951171875,2880.0,2625.0,2703.800048828125,1526.443603515625,859789,0,50.04928135218061,157.89800914656053,-21.76725230453914,-73.15895691726126,4.382571948200484,0.0985627043612203,38.9027389,-0.0407668858145674,0.5527301859110594,-0.8091859361156821
40,2015-02-27,2703.800048828125,2750.0,2500.0,2532.60009765625,1429.79150390625,7467302,-1,46.09605903047158,119.24360879929829,-48.33732212144111,-86.9562032720671,1.045006610187756,-7.807881939056848,19.45136945,-0.2477188170370128,0.2825458943843841,-0.7434892170131207
41,2015-03-02,2600.0,2697.89990234375,2532.60009765625,2578.89990234375,1455.9302978515625,1086265,1,47.30820955802377,91.29335239062448,-61.03006282409192,-86.74717273235319,-1.22612253716953,-5.383580883952461,9.72568473,-0.2696887828409672,0.1829735562205314,-0.9174330309033394
42,2015-03-03,2597.0,2620.0,2530.0,2589.39990234375,1461.85791015625,345073,0,47.596012477307376,69.19223010587348,-66.50494808707433,-85.96933728086753,-2.961550770084325,-4.807975045385251,4.86284236,-0.2456885242932721,0.1456427425146103,-0.8267071610316634
43,2015-03-04,2589.39990234375,2660.0,2581.0,2625.10009765625,1482.0128173828125,649839,1,48.62351431921813,53.93589939367985,-65.40902303941436,-83.32468227715091,-4.086569658300506,-2.752971361563734,2.43142118,-0.2403767378483381,0.1783237382769584,-0.8578868107870221
44,2015-03-05,2642.0,2680.0,2565.0,2603.800048828125,1469.988037109375,679470,-1,48.01856066706949,39.66913041756743,-63.74063361242142,-84.90258066733102,-5.175619847862794,-3.962878665861022,1.21571059,-0.1394493972572187,0.3584708459675312,-0.8386179143562913
45,2015-03-06,2551.10009765625,2640.0,2551.10009765625,2599.300048828125,1467.4473876953125,79981,0,47.88301867070604,27.680418195056973,-60.583476667945504,-85.23593871796773,-6.118728784055068,-4.233962658587918,0.6078553,-0.1833749863186053,0.170853640884161,-0.6135591119527817
46,2015-03-09,2599.300048828125,2629.0,2480.0,2548.800048828125,1438.9375,195190,-1,46.30343900175412,13.943616103972545,-59.456223007223954,-87.80227389622371,-7.312704559308206,-7.393121996491753,0.30392765,-0.3253781775478274,0.3456927947700023,-0.8887143107131124
47,2015-03-10,2548.800048828125,2600.0,2515.0,2572.60009765625,1452.373779296875,95776,1,47.18767152072336,4.920842108882425,-54.78319760185126,-84.29480458086897,-8.097537824304395,-5.624656958553292,0.15196382,-0.1787287511483386,0.1898243799805641,-0.655023405328393
48,2015-03-11,2572.60009765625,2680.0,2541.0,2600.199951171875,1467.9554443359375,177600,1,48.25188356457138,-0.0026630724501046,-47.76536222654704,-80.83844354750705,-8.493278744655806,-3.496232870857249,0.07598191,-0.173864023505964,0.1867876872420311,-0.5918965879827738
49,2015-03-12,2600.199951171875,2650.0,2545.0,2552.0,1440.7440185546875,239480,-1,46.49000117188708,-7.705090153331184,-44.3742314459425,-83.86411889596603,-9.246586431313226,-7.019997656225832,0.03799096,-0.2496294492362614,0.2562535405158996,-0.9499210570938884
50,2015-03-13,2552.0,2600.0,2299.89990234375,2366.5,1336.01904296875,285121,-1,40.37914866514354,-28.449668747715805,-52.0950480322617,-92.60081208415949,-11.506255833421164,-19.24170266971292,0.01899548,-0.1557092844423922,0.3074416369199753,-0.6859565284103155
51,2015-03-16,2370.0,2430.0,2150.10009765625,2168.39990234375,1224.180419921875,179936,-1,35.076594370806106,-60.1811877586556,-67.0612536345612,-97.49283365722638,-15.068974639851994,-29.846811258387792,0.00949774,-0.2625298525809365,0.0756298005580902,-0.7850599056109786
52,2015-03-17,2168.39990234375,2150.0,1911.5999755859373,2068.10009765625,1167.555908203125,511107,-1,32.73284181520181,-92.35736299576048,-79.38994309733286,-83.83931039603141,-18.7871095044657,-34.53431636959639,0.00474887,-0.2582511430140585,0.0781060606241226,-0.7542737973853946
53,2015-03-18,2068.10009765625,2198.0,2025.0,2079.699951171875,1174.1046142578125,364855,1,33.288023647560564,-115.58876709770676,-82.09707775942331,-79.94990807599049,-21.673355095238552,-33.42395270487888,0.00237443,-0.2916404417267552,0.1784037165343761,-0.7828311314806342
54,2015-03-19,2079.699951171875,2280.0,2080.0,2177.300048828125,1229.205322265625,223186,1,37.92993454059757,-124.6869959446285,-72.95624528507605,-66.20881368541374,-22.82354518225462,-24.14013091880486,0.00118722,-0.1668085407110907,0.2952716648578644,-0.6425903402268887
55,2015-03-20,2177.300048828125,2398.39990234375,2068.699951171875,2297.300048828125,1296.951904296875,863239,1,43.166130546810976,-120.8216539193436,-55.2727226078329,-49.804781235359776,-22.238228360693107,-13.667738906378055,0.00059361,-0.186597501655342,0.2998518086969852,-0.9196430700831116
56,2015-03-23,2369.0,2404.0,2200.0,2394.10009765625,1351.6007080078125,638150,1,47.04678554120629,-108.69442588567335,-34.51639565933013,-37.207169867252496,-20.532581723011845,-5.906428917587406,0.0002968,-0.2031288192990948,0.3092670850455761,-0.6987639646977186
57,2015-03-24,2394.10009765625,2447.89990234375,2310.0,2393.60009765625,1351.3182373046875,762026,0,47.02892305306106,-97.99423952441384,-19.05296743845649,-37.27224014108301,-19.147495361794117,-5.942153893877898,0.0001484,-0.322404743405059,0.1461553424596786,-0.8400453384965658
58,2015-03-25,2393.60009765625,2540.0,2400.0,2533.699951171875,1430.41259765625,218986,1,52.47390551402546,-77.31810247062049,1.2985356922694962,-19.039568477328583,-16.225047639950432,4.947811028050925,7.42e-05,-0.2057243584153744,0.2818583250045776,-0.7956058774143457
59,2015-03-26,2533.699951171875,2580.0,2451.0,2493.5,1407.7177734375,187692,-1,50.858456029903394,-63.44456552799102,12.13765810791918,-24.271212138783326,-14.216295728881086,1.7169120598067988,3.71e-05,-0.3722486111690246,0.176946222782135,-0.9504663380794228
60,2015-03-27,2493.5,2493.0,2370.0,2450.5,1383.4415283203125,206101,-1,49.11662461113258,-55.2821697407112,16.2400431161592,-29.86725568820789,-12.980576580977845,-1.7667507777348468,1.855e-05,-0.375158128910698,0.2677786648273468,-0.9398598871193826
61,2015-03-30,2450.5,2480.0,2299.0,2303.10009765625,1300.2261962890625,406827,-1,43.6037263549064,-60.01553083803356,9.205345615069476,-49.04995970440683,-13.41483128881223,-12.79254729018721,9.28e-06,-0.2956503584282473,0.2048066779971122,-0.9257670883089304
62,2015-03-31,2303.10009765625,2339.0,2100.0,2144.10009765625,1210.4617919921875,337511,-1,38.57413939620654,-75.72382764262511,-5.202360951617663,-68.51298559276093,-15.310232507645797,-22.851721207586912,4.64e-06,-0.2698575488602122,0.5140239931643009,-0.876323708333075
63,2015-04-01,2100.0,2200.0,2005.0,2155.10009765625,1216.672119140625,293273,1,39.09752754433488,-86.29045530841495,-12.615190893925998,-64.62810670618877,-16.68331264222888,-21.804944911330235,2.32e-06,-0.2871544910594821,0.0353643894195556,-0.9386380640789866
64,2015-04-02,2135.0,2249.89990234375,2120.0,2156.39990234375,1217.406005859375,78959,0,39.16349154875967,-93.482097062285,-15.845466118236828,-63.37523671211549,-17.78532794105985,-21.673016902480654,1.16e-06,-0.1057922983542084,0.2942120730876922,-0.5387481655925512
65,2015-04-06,2156.39990234375,2209.89990234375,2120.0,2120.0,1196.856201171875,123607,-1,37.92469223459885,-100.95494708989236,-18.65465291667536,-68.82106271663415,-19.049418638582004,-24.15061553080229,5.8e-07,-0.2735718421476042,0.4991047717630863,-0.8560407441109419
66,2015-04-07,2120.10009765625,2220.0,2120.10009765625,2134.699951171875,1205.1551513671875,1274962,1,38.7670662796741,-104.48661471502056,-17.74905643344283,-77.44348675271739,-19.887907880964164,-22.4658674406518,2.9e-07,-0.3001584136749015,0.1080725267529487,-0.838033527135849
67,2015-04-08,2134.699951171875,2168.0,2118.89990234375,2119.699951171875,1196.686767578125,88311,-1,38.197452424406286,-107.25944131915185,-16.417506430059305,-80.0521824048913,-20.743239742612666,-23.605095151187417,1.4e-07,-0.1927453694291986,0.3425664901733398,-0.7833071863278747
68,2015-04-09,2119.699951171875,2140.0,2039.9000244140625,2067.800048828125,1167.38671875,174934,-1,36.21472607867884,-112.34971714959238,-17.206225808399864,-89.07825237771739,-21.99714092416766,-27.570547842642327,7e-08,-0.1301995298514763,0.25650355219841,-0.5117694810032845
69,2015-04-10,2067.800048828125,2067.800048828125,1985.0,2021.5,1141.2474365234375,209776,-1,34.494529060436705,-118.75093752554768,-18.88595694748412,-93.8655462184874,-23.53385891415907,-31.010941879126595,4e-08,-0.1323777558902899,0.2060835286974907,-0.4865109100937843
70,2015-04-13,2020.0,2059.0,1950.0,1967.800048828125,1110.9310302734375,225004,-1,32.56260835594412,-126.69660842611164,-21.46530227843847,-97.17459542410715,-25.38724388095498,-34.874783288111765,2e-08,-0.162761930619245,0.366412241011858,-0.7866540234535933
71,2015-04-14,1970.0999755859373,2047.9000244140625,1941.0,1965.0,1109.350341796875,90759,0,32.46052123328465,-131.70137888519503,-21.17605819001747,-96.24413145539906,-26.9774165561353,-35.0789575334307,1e-08,-0.1772259886066119,0.4051732495427131,-0.4811136610805988
72,2015-04-15,1965.0,1988.199951171875,1910.0,1920.5999755859373,1084.2840576171875,151443,-1,30.8109929746346,-137.66350721653637,-21.71054921708702,-98.41791409165114,-28.798197318435736,-38.378014050730805,0.0,-0.4205592549405992,0.2840618267655372,-0.8771187588572502
73,2015-04-16,1985.0,1985.0,1931.0999755859373,1950.0999755859373,1100.938232421875,89192,1,33.23846414268514,-138.41259913178646,-17.967712905869703,-93.1217880641617,-29.759596779397985,-33.523071714629715,0.0,-0.2093278315733187,0.2941402941942215,-0.8959988076239824
74,2015-04-17,1980.0,2000.0,1936.800048828125,1951.5,1101.728759765625,48211,0,33.35796293681369,-137.31046009068314,-13.492459091813087,-92.71929824561404,-30.548050320151567,-33.28407412637261,0.0,-0.2639615026939856,0.2125897705554962,-0.8804016830399632
75,2015-04-20,1939.0,1950.0,1785.0,1788.300048828125,1028.031005859375,172447,-1,27.23762343242393,-147.90096879765292,-19.26637423902628,-99.40432331622291,-33.02502357266194,-45.524753135152125,0.0,-0.2379674901797746,0.2132966145873069,-0.8202598346397281
76,2015-04-21,1788.300048828125,1834.0,1800.0,1804.9000244140625,1037.57373046875,217228,1,28.67117451511327,-153.1886802016979,-19.64326851445702,-95.71950342133042,-34.69833292888053,-42.65765096977346,0.0,0.0136643835844901,0.3098321110010147,-0.750944783911109
77,2015-04-22,1860.0,2140.0,1820.0,2098.300048828125,1206.2391357421875,823447,1,48.12489481845334,-132.18060393876863,1.09184619877783,-32.60913860195459,-29.67365102718349,-3.750210363093326,0.0,-0.2022072412960586,0.1491493433713913,-0.7821517065167427
78,2015-04-23,2156.0,2350.0,2156.0,2301.199951171875,1322.8792724609375,473784,1,56.88270415453017,-98.02920606502062,28.194595258020684,-8.637176783738942,-21.83771019841003,13.765408309060325,0.0,-0.2500864375721324,0.1151988133788108,-0.813447393476963
79,2015-04-24,2416.0,2497.0,2351.0,2368.60009765625,1361.6253662109375,546256,1,59.33845369683939,-64.77862104763244,49.15614422032709,-18.03369414940309,-14.782382657730542,18.67690739367877,0.0,-0.2973674006643705,0.3718749955296516,-0.9341393392533064
80,2015-04-27,2374.0,2450.0,2190.0,2282.199951171875,1311.95703125,398142,-1,55.01295808559143,-44.88169437409988,55.24245671508773,-30.168546183725415,-10.559618504648476,10.02591617118285,0.0,-0.2476589173617723,0.2616253942251205,-0.9290291494689882
81,2015-04-28,2300.0,2350.0,2230.10009765625,2291.800048828125,1317.4757080078125,196259,0,55.40196847164314,-28.0156421031802,57.68680718880593,-28.8202178612184,-7.167316767613237,10.803936943286274,0.0,-0.3629508021819804,0.2763468027114868,-0.8475707657635212
82,2015-04-29,2216.5,2300.0,2149.0,2174.5,1250.0438232421875,268812,-1,49.74211448659163,-23.83950086178993,49.49035874415696,-45.29494382022472,-6.110338821641368,-0.5157710268167287,0.0,-0.3003170259458863,0.4245680496096611,-0.8280559601262212
83,2015-04-30,2174.5,2230.0,2150.0,2183.0,1254.929931640625,94845,0,50.13961807039022,-19.617857429227115,42.96960174137583,-44.10112359550562,-5.154769775111048,0.2792361407804548,0.0,-0.2258125986489984,0.3838410452008247,-0.7007143069058657
84,2015-05-04,2183.0,2380.0,2195.0,2376.199951171875,1365.994384765625,408917,1,58.22695816455352,-0.6747747896711189,49.53014750474546,-16.96629899271419,-1.531005384223395,16.45391632910702,0.0,-0.2079816321531931,0.277476817369461,-0.611826129257679
85,2015-05-05,2400.0,2480.0,2365.0,2444.199951171875,1405.0848388671875,794718,1,60.6464313364237,19.59886288849566,55.84302814632979,-7.41573719496138,2.222176209295059,21.29286267284741,0.0,-0.1654271349310875,0.2113811448216438,-0.608090627938509
86,2015-05-06,2551.0,2613.0,2525.0,2585.199951171875,1486.1409912109375,742087,1,65.15335832641831,46.50728143533888,66.20115735453841,-3.357493819821855,7.001970188993496,30.30671665283664,0.0,-0.1206329804845154,0.2154079899191856,-0.6619560979306698
87,2015-05-07,2590.0,2649.0,2556.0,2618.800048828125,1505.456787109375,464027,1,66.14826744877898,69.73972789977051,71.54688305517604,-3.495364718967009,11.114944959239857,32.296534897557976,0.0,-0.2460719948013623,0.2448988631367683,-0.91390391997993
88,2015-05-08,2668.5,2797.0,2630.0,2764.39990234375,1589.1566162109375,333329,1,70.12830711791266,98.76183549110146,80.45519251720559,-3.221353523344861,16.038255477578883,40.25661423582531,0.0,-0.0582915224134922,0.3959021754562855,-0.4938259646296501
89,2015-05-11,2800.0,2858.89990234375,2725.0,2750.699951171875,1581.281005859375,360797,0,69.30265117131688,119.28158937383432,80.77995711995075,-10.218147242471854,19.653309284302487,38.60530234263375,0.0,-0.1517024770645158,0.4156727567315101,-0.6725249718874693
90,2015-05-12,2750.0,2750.0,2670.0,2676.89990234375,1538.8563232421875,298369,-1,64.87183001638526,128.1118018896991,71.68813570865242,-17.518530860327296,21.3196458645595,29.74366003277051,0.0,-0.1901687220425198,0.3362732157111168,-0.6423140512779355
91,2015-05-13,2695.0,2695.0,2600.0,2655.800048828125,1526.7264404296875,220941,-1,63.61946236625557,131.88691680669808,60.37060050052111,-28.60964663399536,22.300908308327344,27.238924732511133,0.0,-0.1156535152202615,0.1790326163172722,-0.8326496975496411
92,2015-05-14,2655.800048828125,2675.0,2640.0,2659.699951171875,1528.968505859375,108750,0,63.75872612776824,133.6527464379601,49.7091441054265,-28.060287163614483,23.13779380426376,27.51745225553649,0.0,-0.2363093648519781,0.3024653866887092,-0.8411444844678044
93,2015-05-15,2659.699951171875,2656.0,2550.0,2560.89990234375,1472.1717529296875,217469,-1,57.72958368432026,125.6316375936799,33.35042820891704,-41.97774911873442,22.129035130989003,15.459167368640518,0.0,-0.3112685669523974,0.1905245631933212,-0.9415414719842374
94,2015-05-18,2570.0,2570.0,2484.0,2494.10009765625,1433.770751953125,363690,-1,54.01081343427052,112.58683413555536,16.244499800634003,-51.38749892528587,20.16963444339321,8.021626868541027,40.76492985,-0.2329936402595856,0.0927408188581466,-0.9247485985979438
95,2015-05-19,2485.0,2485.0,2278.0,2305.10009765625,1325.1214599609375,998149,-1,45.14903837552303,86.00658260414093,-8.268601384624347,-78.01097068179864,15.45219924700556,-9.70192324895396,43.04532017,-0.2298148452304303,0.1604000926017761,-0.8502620533108711
96,2015-05-20,2299.0,2350.0,2180.0,2306.300048828125,1325.8111572265625,296910,0,45.2105027933338,64.29718981569886,-23.98239533845313,-77.95174631688211,11.742475679321414,-9.578994413332389,21.52266008,-0.1194603213419516,0.2725216075778007,-0.613121198490262
97,2015-05-22,2400.0,2450.10009765625,2355.0,2359.89990234375,1356.6236572265625,231132,1,48.01283962386568,50.83144657453977,-29.95851086368978,-73.50126259811117,9.43725004721513,-3.974320752268637,10.76133004,-0.2327429686672985,0.2383445538580417,-0.8825233192183077
98,2015-05-25,2359.89990234375,2440.0,2390.0,2418.60009765625,1390.3685302734375,195823,1,50.97045380588633,44.384723757255415,-29.12418694477931,-64.8548929183026,8.3396511483338,1.9409076117726565,5.38066502,-0.3207958981705208,0.4011250212788582,-0.8888432420790195
99,2015-05-26,2498.0,2569.0,2452.0,2492.699951171875,1432.966064453125,216300,1,54.49021120372643,44.73916315513407,-23.01579803752054,-53.94019794488872,8.430411400041134,8.98042240745286,2.88885791,-0.2234284155643903,0.5019913390278816,-0.8500137813389301
100,2015-05-27,2492.699951171875,2530.0,2440.0,2473.5,1421.9285888671875,294126,-1,53.42010458802976,42.97538979041428,-19.823657121792262,-56.76829544580034,8.201184488097764,6.840209176059512,1.44442896,-0.249708379805088,0.1693929880857467,-0.78232934884727
101,2015-05-28,2473.5,2418.0,2349.0,2354.800048828125,1353.69189453125,217143,-1,47.24304816745647,31.634826065992456,-24.93137667697128,-74.25245633050366,6.139921432425393,-5.513903665087061,0.72221448,-0.2548977654161198,0.1362132579088211,-0.8002504138275981
102,2015-05-29,2354.10009765625,2480.0,2354.10009765625,2463.0,1415.8924560546875,398769,1,52.621078113190016,31.02059331480359,-20.436487542528116,-58.314915199868814,5.984535205066989,5.242156226380027,0.36110724,-0.1071828777901828,0.503062080591917,-0.7974981786683202
103,2015-06-01,2463.0,2500.0,2439.0,2469.699951171875,1419.743896484375,383513,0,52.94097916185712,30.720314833254637,-16.58941281926166,-49.17544716282895,5.953348717263475,5.881958323714235,0.18055362,-0.3126124762929976,0.3202454522252083,-0.8187549719586968
104,2015-06-02,2469.699951171875,2500.0,2455.0,2473.10009765625,1421.6988525390625,207390,0,53.11399441716653,30.406201613321173,-13.5228208313561,-43.08735967839807,5.975969252511756,6.227988834333065,0.09027681,-0.3305706158280372,0.1114782094955444,-0.7533115558326244
105,2015-06-03,2473.10009765625,2540.0,2350.0,2357.800048828125,1355.4168701171875,253090,-1,46.82685553606307,20.615867399297255,-18.650524036304013,-64.0807982165404,4.145617108659228,-6.34628892787386,0.0451384,0.0,0.0,0.0
106,2015-06-04,2357.800048828125,2439.0,2210.10009765625,2226.0,1279.6492919921875,332609,-1,40.87116802284383,2.196474961572676,-29.65593317922288,-90.33613445378153,0.6172637296811941,-18.257663954312324,0.0225692,-0.211309777572751,-0.0487794131040573,-0.5138234160840511
